I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
3.0 5.0 -5.0 -8.0 -15.0 -17.0 -14.0 -10.0 8.0 -5.0 -4.0 4.0
4.0 9.0 -4.0 -8.0 -14.0 -17.0 -14.0 -10.0 8.0 -7.5 -4.0 4.0
5.0 7.0 -5.0 -9.0 -12.0 -17.0 -15.0 -10.0 11.0 -7.0 -5.5 5.5
4.0 6.0 -5.0 -8.0 -12.0 -16.0 -14.0 -10.0 12.0 -7.5 -6.0 6.0
1.0 7.0 -5.0 -8.0 -12.0 -16.0 -13.0 -10.0 14.0 -8.0 -7.0 7.0
1.0 9.0 -5.0 -8.0 -11.0 -15.0 -13.0 -9.0 14.0 -9.0 -7.0 7.0
2.0 9.0 -5.0 -7.0 -12.0 -15.0 -12.0 -9.0 14.0 -9.5 -7.0 7.0
3.0 10.0 -4.0 -7.0 -12.0 -15.0 -11.0 -8.0 14.0 -10.0 -7.0 7.0
3.0 12.0 -0.0 -7.0 -12.0 -15.0 -12.0 -9.0 16.0 -10.5 -8.0 8.0
5.0 12.0 2.0 -5.0 -11.0 -14.0 -12.0 -8.0 15.0 -8.5 -7.5 7.5
4.0 9.0 4.0 -3.0 -9.0 -13.0 -13.0 -8.0 12.0 -7.5 -6.0 6.0
2.0 6.0 4.0 -3.0 -9.0 -14.0 -14.0 -9.0 11.0 -5.5 -5.5 5.5
0.0 7.0 2.0 -4.0 -10.0 -15.0 -14.0 -10.0 12.0 -5.5 -6.0 6.0
2.0 9.0 2.0 -4.0 -9.0 -14.0 -12.0 -9.0 13.0 -9.0 -6.5 6.5
3.0 15.0 3.0 -2.0 -6.0 -12.0 -11.0 -7.0 15.0 -13.0 -7.5 7.5
4.0 18.0 1.0 -2.0 -5.0 -11.0 -11.0 -6.0 16.0 -14.0 -8.0 8.0
4.0 15.0 -3.0 -5.0 -7.0 -11.0 -12.0 -6.0 16.0 -14.0 -8.0 8.0
3.0 15.0 -6.0 -8.0 -9.0 -11.0 -11.0 -6.0 17.0 -13.5 -8.5 8.5
3.0 17.0 -9.0 -9.0 -10.0 -12.0 -10.0 -6.0 17.0 -14.0 -8.5 8.5
5.0 20.0 -12.0 -11.0 -12.0 -13.0 -10.0 -6.0 15.0 -15.5 -7.5 7.5
7.0 18.0 -14.0 -11.0 -13.0 -14.0 -11.0 -5.0 12.0 -17.0 -6.0 6.0
8.0 14.0 -16.0 -13.0 -14.0 -15.0 -11.0 -4.0 11.0 -14.5 -5.5 5.5
9.0 11.0 -17.0 -13.0 -14.0 -15.0 -12.0 -4.0 9.0 -11.5 -4.5 4.5
9.0 11.0 -17.0 -15.0 -15.0 -16.0 -12.0 -5.0 6.0 -11.5 -3.0 3.0
7.0 15.0 -16.0 -14.0 -15.0 -16.0 -12.0 -5.0 5.0 -14.5 -2.5 2.5
5.0 18.0 -17.0 -13.0 -14.0 -14.0 -9.0 -5.0 6.0 -13.0 -3.0 3.0
3.0 16.0 -16.0 -12.0 -13.0 -13.0 -7.0 -3.0 4.0 -10.0 -2.0 2.0
4.0 14.0 -14.0 -10.0 -11.0 -11.0 -7.0 0.0 5.0 -10.5 -2.5 2.5
7.0 13.0 -14.0 -10.0 -9.0 -10.0 -5.0 1.0 3.0 -11.5 -1.5 1.5
9.0 13.0 -13.0 -8.0 -8.0 -10.0 -4.0 1.0 2.0 -12.5 -1.0 1.0
7.0 10.0 -12.0 -6.0 -9.0 -10.0 -3.0 1.0 2.0 -10.0 -1.0 1.0
4.0 4.0 -11.0 -4.0 -7.0 -9.0 -4.0 3.0 3.0 -4.0 -1.5 1.5
3.0 6.0 -9.0 -5.0 -7.0 -7.0 0.0 5.0 2.0 -4.0 -1.0 1.0
3.0 4.0 -7.0 -5.0 -5.0 -6.0 2.0 6.0 1.0 -3.5 -0.5 0.5
1.0 3.0 -6.0 -5.0 -5.0 -6.0 2.0 6.0 1.0 -2.5 -0.5 0.5
-2.0 -0.0 -4.0 -4.0 -6.0 -7.0 1.0 5.0 -1.0 1.0 0.5 -0.5
-4.0 -4.0 -2.0 -5.0 -8.0 -10.0 -3.0 3.0 -2.0 3.0 1.0 -1.0
-5.0 -6.0 0.0 -4.0 -8.0 -10.0 -4.0 1.0 -2.0 5.0 1.0 -1.0
-5.0 -6.0 2.0 -3.0 -8.0 -11.0 -5.0 2.0 -2.0 4.0 1.0 -1.0
-4.0 -5.0 2.0 -3.0 -9.0 -11.0 -7.0 1.0 -3.0 5.0 1.5 -1.5
-6.0 -6.0 2.0 -3.0 -8.0 -11.0 -7.0 0.0 -1.0 6.0 0.5 -0.5
-5.0 -9.0 3.0 -4.0 -10.0 -12.0 -7.0 -2.0 -3.0 7.0 1.5 -1.5
-5.0 -7.0 2.0 -5.0 -10.0 -13.0 -8.0 -2.0 -2.0 6.0 1.0 -1.0
-5.0 -8.0 3.0 -3.0 -10.0 -13.0 -8.0 -3.0 -4.0 6.5 2.0 -2.0
-4.0 -12.0 4.0 -3.0 -10.0 -14.0 -8.0 -3.0 -6.0 8.0 3.0 -3.0
-5.0 -13.0 4.0 -3.0 -11.0 -14.0 -9.0 -5.0 -8.0 9.0 4.0 -4.0
-6.0 -13.0 5.0 -3.0 -11.0 -14.0 -11.0 -5.0 -9.0 10.5 4.5 -4.5
-5.0 -14.0 4.0 -3.0 -11.0 -15.0 -12.0 -6.0 -9.0 10.0 4.5 -4.5
-5.0 -16.0 5.0 -4.0 -11.0 -15.0 -12.0 -5.0 -10.0 10.0 5.0 -5.0
-5.0 -16.0 5.0 -4.0 -13.0 -15.0 -11.0 -6.0 -11.0 10.5 5.5 -5.5
-5.0 -16.0 4.0 -3.0 -13.0 -15.0 -12.0 -7.0 -11.0 10.5 5.5 -5.5
-5.0 -16.0 4.0 -4.0 -14.0 -16.0 -12.0 -8.0 -10.0 11.0 5.0 -5.0
-6.0 -16.0 4.0 -5.0 -15.0 -16.0 -12.0 -9.0 -9.0 10.5 4.5 -4.5
-6.0 -17.0 4.0 -5.0 -14.0 -16.0 -13.0 -8.0 -10.0 11.0 5.0 -5.0
-5.0 -15.0 5.0 -4.0 -14.0 -17.0 -13.0 -7.0 -10.0 10.5 5.0 -5.0
-6.0 -15.0 6.0 -4.0 -13.0 -17.0 -13.0 -7.0 -11.0 11.0 5.5 -5.5
-6.0 -16.0 5.0 -4.0 -14.0 -17.0 -13.0 -8.0 -11.0 11.0 5.5 -5.5
-5.0 -16.0 5.0 -5.0 -14.0 -17.0 -13.0 -8.0 -11.0 10.5 5.5 -5.5
-5.0 -16.0 5.0 -4.0 -14.0 -17.0 -13.0 -8.0 -11.0 10.5 5.5 -5.5
-5.0 -15.0 6.0 -4.0 -14.0 -18.0 -13.0 -9.0 -11.0 9.5 5.5 -5.5
-5.0 -16.0 6.0 -3.0 -13.0 -18.0 -13.0 -8.0 -12.0 10.0 6.0 -6.0
-4.0 -17.0 6.0 -4.0 -14.0 -18.0 -13.0 -9.0 -13.0 10.5 6.5 -6.5
-5.0 -14.0 6.0 -4.0 -14.0 -17.0 -14.0 -9.0 -11.0 9.0 5.5 -5.5
-5.0 -13.0 6.0 -4.0 -14.0 -18.0 -15.0 -9.0 -11.0 8.0 5.5 -5.5
-5.0 -15.0 6.0 -4.0 -14.0 -18.0 -14.0 -9.0 -10.0 8.5 5.0 -5.0
-5.0 -15.0 6.0 -5.0 -14.0 -18.0 -14.0 -8.0 -10.0 10.0 5.0 -5.0
-5.0 -17.0 5.0 -5.0 -14.0 -18.0 -16.0 -8.0 -11.0 10.5 5.5 -5.5
-5.0 -16.0 5.0 -5.0 -14.0 -18.0 -16.0 -9.0 -12.0 10.0 6.0 -6.0
-3.0 -16.0 6.0 -4.0 -14.0 -18.0 -15.0 -9.0 -13.0 9.0 6.5 -6.5
-2.0 -15.0 6.0 -4.0 -13.0 -18.0 -14.0 -9.0 -13.0 9.5 6.5 -6.5
-4.0 -16.0 6.0 -3.0 -13.0 -18.0 -14.0 -9.0 -14.0 10.0 7.0 -7.0
-5.0 -16.0 5.0 -4.0 -14.0 -18.0 -15.0 -10.0 -16.0 10.0 8.0 -8.0
-5.0 -16.0 5.0 -5.0 -15.0 -19.0 -16.0 -10.0 -13.0 10.5 6.5 -6.5
-5.0 -16.0 6.0 -4.0 -14.0 -19.0 -16.0 -9.0 -12.0 10.5 6.0 -6.0
-5.0 -16.0 6.0 -4.0 -14.0 -19.0 -17.0 -9.0 -14.0 10.5 7.0 -7.0
-5.0 -16.0 6.0 -4.0 -14.0 -18.0 -16.0 -9.0 -12.0 8.5 6.0 -6.0
-4.0 -15.0 6.0 -4.0 -14.0 -18.0 -15.0 -9.0 -11.0 9.0 5.5 -5.5
-5.0 -16.0 6.0 -4.0 -14.0 -19.0 -16.0 -9.0 -11.0 9.5 5.5 -5.5
-5.0 -16.0 6.0 -5.0 -15.0 -19.0 -17.0 -9.0 -11.0 11.0 5.5 -5.5
-5.0 -16.0 6.0 -5.0 -16.0 -22.0 -19.0 -11.0 -11.0 10.5 5.5 -5.5
-7.0 -17.0 7.0 -6.0 -18.0 -26.0 -23.0 -13.0 -9.0 12.5 4.5 -4.5
-9.0 -17.0 7.0 -8.0 -21.0 -30.0 -25.0 -15.0 -8.0 13.0 4.0 -4.0
-7.0 -15.0 8.0 -10.0 -23.0 -30.0 -25.0 -17.0 -7.0 10.5 3.5 -3.5
-6.0 -16.0 8.0 -9.0 -23.0 -30.0 -25.0 -18.0 -7.0 10.5 3.5 -3.5
-5.0 -14.0 11.0 -7.0 -17.0 -25.0 -23.0 -15.0 -9.0 10.0 4.5 -4.5
-4.0 -15.0 15.0 1.0 -7.0 -17.0 -18.0 -12.0 -10.0 10.0 5.0 -5.0
-3.0 -14.0 17.0 10.0 5.0 -7.0 -13.0 -10.0 -11.0 9.5 5.5 -5.5
-2.0 -14.0 20.0 21.0 18.0 7.0 -9.0 -8.0 -11.0 8.5 5.5 -5.5
-0.0 -14.0 21.0 31.0 35.0 23.0 1.0 -4.0 -14.0 7.5 7.0 -7.0
4.0 -11.0 23.0 47.0 53.0 44.0 15.0 6.0 -15.0 3.5 7.5 -7.5
9.0 -6.0 20.0 54.0 67.0 63.0 30.0 16.0 -14.0 -1.5 7.0 -7.0
15.0 3.0 13.0 55.0 80.0 88.0 53.0 31.0 -10.0 -9.0 5.0 -5.0
23.0 13.0 5.0 48.0 91.0 117.0 78.0 50.0 -6.0 -18.0 3.0 -3.0
29.0 23.0 -9.0 31.0 95.0 146.0 105.0 67.0 -2.0 -26.5 1.0 -1.0
32.0 32.0 -22.0 9.0 89.0 169.0 130.0 85.0 4.0 -32.5 -2.0 2.0
36.0 44.0 -37.0 -16.0 81.0 183.0 150.0 99.0 8.0 -38.0 -4.0 4.0
39.0 50.0 -54.0 -37.0 70.0 190.0 160.0 111.0 11.0 -44.0 -5.5 5.5
39.0 51.0 -63.0 -56.0 54.0 183.0 164.0 111.0 9.0 -45.0 -4.5 4.5
35.0 46.0 -62.0 -74.0 29.0 161.0 148.0 105.0 9.0 -40.5 -4.5 4.5
29.0 36.0 -61.0 -95.0 -4.0 127.0 119.0 92.0 6.0 -33.0 -3.0 3.0
20.0 25.0 -61.0 -114.0 -38.0 85.0 90.0 73.0 5.0 -22.5 -2.5 2.5
12.0 21.0 -62.0 -129.0 -70.0 40.0 55.0 49.0 9.0 -16.5 -4.5 4.5
6.0 20.0 -58.0 -132.0 -93.0 -3.0 21.0 26.0 12.0 -13.5 -6.0 6.0
-0.0 19.0 -53.0 -127.0 -107.0 -38.0 -7.0 9.0 16.0 -10.0 -8.0 8.0
-6.0 17.0 -49.0 -120.0 -110.0 -61.0 -22.0 -0.0 20.0 -7.0 -10.0 10.0
-7.0 15.0 -46.0 -103.0 -103.0 -67.0 -28.0 -4.0 20.0 -6.0 -10.0 10.0
-6.0 12.0 -40.0 -85.0 -90.0 -62.0 -29.0 -7.0 17.0 -3.0 -8.5 8.5
-3.0 11.0 -33.0 -70.0 -76.0 -56.0 -27.0 -8.0 14.0 -4.0 -7.0 7.0
-2.0 9.0 -27.0 -59.0 -63.0 -50.0 -24.0 -8.0 11.0 -3.0 -5.5 5.5
-0.0 6.0 -24.0 -49.0 -53.0 -41.0 -20.0 -6.0 6.0 -3.0 -3.0 3.0
1.0 3.0 -20.0 -38.0 -45.0 -32.0 -16.0 -5.0 2.0 -1.5 -1.0 1.0
2.0 3.0 -17.0 -30.0 -36.0 -27.0 -13.0 -5.0 1.0 -2.5 -0.5 0.5
3.0 2.0 -14.0 -24.0 -29.0 -24.0 -13.0 -5.0 -1.0 -2.0 0.5 -0.5
2.0 -0.0 -12.0 -19.0 -26.0 -21.0 -12.0 -6.0 -1.0 -0.5 0.5 -0.5
1.0 -2.0 -9.0 -15.0 -22.0 -20.0 -11.0 -7.0 -2.0 1.0 1.0 -1.0
0.0 -2.0 -7.0 -12.0 -19.0 -19.0 -11.0 -7.0 -2.0 1.0 1.0 -1.0
-2.0 -2.0 -4.0 -11.0 -16.0 -18.0 -11.0 -6.0 -1.0 2.0 0.5 -0.5
-2.0 -3.0 -3.0 -8.0 -14.0 -17.0 -11.0 -7.0 -1.0 2.0 0.5 -0.5
-2.0 -4.0 1.0 -6.0 -11.0 -15.0 -11.0 -7.0 -2.0 3.0 1.0 -1.0
1.0 -5.0 1.0 -4.0 -10.0 -15.0 -11.0 -7.0 -4.0 1.5 2.0 -2.0
2.0 -6.0 3.0 -3.0 -10.0 -15.0 -11.0 -7.0 -4.0 2.0 2.0 -2.0
2.0 -5.0 3.0 -2.0 -10.0 -14.0 -11.0 -9.0 -6.0 1.0 3.0 -3.0
3.0 -5.0 4.0 -2.0 -9.0 -14.0 -11.0 -9.0 -7.0 1.0 3.5 -3.5
3.0 -4.0 4.0 1.0 -9.0 -14.0 -12.0 -9.0 -4.0 2.0 2.0 -2.0
0.0 -5.0 3.0 1.0 -8.0 -14.0 -13.0 -11.0 -5.0 2.0 2.5 -2.5
0.0 -7.0 3.0 0.0 -8.0 -14.0 -12.0 -11.0 -7.0 3.5 3.5 -3.5
1.0 -8.0 3.0 1.0 -8.0 -15.0 -12.0 -11.0 -9.0 4.0 4.5 -4.5
2.0 -8.0 3.0 -0.0 -9.0 -15.0 -13.0 -11.0 -8.0 5.5 4.0 -4.0
3.0 -6.0 4.0 1.0 -9.0 -15.0 -12.0 -11.0 -6.0 3.5 3.0 -3.0
4.0 -2.0 5.0 2.0 -8.0 -15.0 -12.0 -9.0 -6.0 -0.0 3.0 -3.0
6.0 -2.0 7.0 2.0 -8.0 -12.0 -10.0 -9.0 -6.0 -1.0 3.0 -3.0
5.0 -5.0 6.0 2.0 -8.0 -13.0 -10.0 -8.0 -8.0 0.5 4.0 -4.0
2.0 -8.0 5.0 2.0 -7.0 -13.0 -12.0 -10.0 -9.0 1.5 4.5 -4.5
2.0 -8.0 5.0 2.0 -6.0 -14.0 -12.0 -10.0 -9.0 2.5 4.5 -4.5
4.0 -8.0 5.0 3.0 -5.0 -15.0 -12.0 -10.0 -10.0 2.0 5.0 -5.0
3.0 -8.0 5.0 2.0 -5.0 -15.0 -13.0 -11.0 -8.0 3.0 4.0 -4.0
1.0 -9.0 4.0 2.0 -5.0 -16.0 -13.0 -11.0 -7.0 2.5 3.5 -3.5
-3.0 -7.0 5.0 2.0 -5.0 -16.0 -13.0 -10.0 -4.0 5.0 2.0 -2.0
1.0 -8.0 7.0 1.0 -6.0 -14.0 -13.0 -11.0 -6.0 3.0 3.0 -3.0
4.0 -8.0 6.0 2.0 -6.0 -13.0 -12.0 -10.0 -6.0 3.5 3.0 -3.0
6.0 -8.0 5.0 2.0 -6.0 -13.0 -10.0 -11.0 -9.0 2.5 4.5 -4.5
3.0 -7.0 5.0 1.0 -7.0 -12.0 -9.0 -10.0 -10.0 3.0 5.0 -5.0
4.0 -6.0 6.0 2.0 -6.0 -11.0 -10.0 -9.0 -10.0 2.0 5.0 -5.0
7.0 -5.0 6.0 3.0 -4.0 -11.0 -10.0 -9.0 -11.0 -1.0 5.5 -5.5
9.0 -3.0 6.0 5.0 -3.0 -12.0 -10.0 -10.0 -11.0 -3.0 5.5 -5.5
7.0 -5.0 5.0 6.0 -2.0 -12.0 -10.0 -10.0 -11.0 -1.5 5.5 -5.5
4.0 -7.0 6.0 7.0 -2.0 -12.0 -10.0 -10.0 -8.0 1.0 4.0 -4.0
6.0 -6.0 5.0 5.0 -2.0 -12.0 -12.0 -10.0 -6.0 -1.0 3.0 -3.0
6.0 -4.0 4.0 4.0 -3.0 -12.0 -12.0 -9.0 -6.0 -1.0 3.0 -3.0
3.0 -3.0 4.0 3.0 -3.0 -12.0 -11.0 -9.0 -5.0 0.5 2.5 -2.5
1.0 -5.0 5.0 3.0 -2.0 -11.0 -10.0 -9.0 -5.0 1.5 2.5 -2.5
1.0 -5.0 4.0 3.0 -3.0 -11.0 -10.0 -9.0 -6.0 1.0 3.0 -3.0
3.0 -3.0 4.0 4.0 -3.0 -11.0 -11.0 -10.0 -6.0 0.0 3.0 -3.0
7.0 -4.0 4.0 4.0 -3.0 -11.0 -10.0 -10.0 -7.0 -0.5 3.5 -3.5
5.0 -3.0 4.0 6.0 -2.0 -10.0 -9.0 -10.0 -8.0 0.5 4.0 -4.0
2.0 -3.0 5.0 6.0 -0.0 -11.0 -9.0 -12.0 -7.0 1.5 3.5 -3.5
2.0 -3.0 5.0 5.0 -2.0 -12.0 -10.0 -12.0 -7.0 1.5 3.5 -3.5
2.0 -5.0 4.0 6.0 -2.0 -11.0 -10.0 -11.0 -7.0 3.0 3.5 -3.5
1.0 -5.0 5.0 7.0 0.0 -10.0 -9.0 -10.0 -6.0 2.0 3.0 -3.0
3.0 -4.0 4.0 7.0 1.0 -9.0 -10.0 -11.0 -8.0 1.0 4.0 -4.0
7.0 -2.0 4.0 6.0 1.0 -9.0 -9.0 -10.0 -6.0 -2.5 3.0 -3.0
8.0 -2.0 4.0 6.0 1.0 -8.0 -7.0 -9.0 -4.0 -4.0 2.0 -2.0
6.0 -2.0 4.0 8.0 1.0 -9.0 -9.0 -9.0 -5.0 -2.0 2.5 -2.5
5.0 -3.0 4.0 8.0 1.0 -9.0 -9.0 -8.0 -6.0 -1.0 3.0 -3.0
7.0 -2.0 4.0 8.0 2.0 -10.0 -9.0 -10.0 -7.0 1.0 3.5 -3.5
7.0 -2.0 4.0 9.0 2.0 -9.0 -8.0 -9.0 -7.0 -0.5 3.5 -3.5
6.0 -2.0 3.0 8.0 2.0 -9.0 -9.0 -10.0 -8.0 -2.0 4.0 -4.0
7.0 -4.0 3.0 7.0 2.0 -9.0 -9.0 -10.0 -8.0 -2.5 4.0 -4.0
7.0 -3.0 4.0 7.0 3.0 -9.0 -9.0 -11.0 -6.0 -0.5 3.0 -3.0
7.0 -2.0 3.0 8.0 2.0 -9.0 -9.0 -11.0 -4.0 -1.5 2.0 -2.0
7.0 0.0 2.0 8.0 3.0 -8.0 -9.0 -11.0 -3.0 -2.5 1.5 -1.5
7.0 0.0 1.0 7.0 2.0 -9.0 -9.0 -12.0 -4.0 -0.5 2.0 -2.0
6.0 -2.0 1.0 6.0 1.0 -9.0 -9.0 -11.0 -5.0 1.5 2.5 -2.5
7.0 -2.0 2.0 8.0 2.0 -9.0 -9.0 -11.0 -7.0 0.5 3.5 -3.5
8.0 -2.0 2.0 8.0 2.0 -8.0 -10.0 -11.0 -9.0 -2.5 4.5 -4.5
9.0 -0.0 2.0 8.0 3.0 -7.0 -10.0 -11.0 -9.0 -4.5 4.5 -4.5
10.0 0.0 2.0 8.0 3.0 -7.0 -11.0 -11.0 -8.0 -5.5 4.0 -4.0
9.0 1.0 3.0 8.0 3.0 -6.0 -11.0 -12.0 -8.0 -5.0 4.0 -4.0
7.0 1.0 2.0 7.0 4.0 -6.0 -11.0 -12.0 -7.0 -2.5 3.5 -3.5
6.0 -0.0 1.0 7.0 4.0 -6.0 -11.0 -12.0 -8.0 -1.0 4.0 -4.0
8.0 0.0 0.0 7.0 4.0 -6.0 -11.0 -11.0 -7.0 -3.0 3.5 -3.5
12.0 1.0 1.0 7.0 4.0 -6.0 -11.0 -10.0 -7.0 -7.0 3.5 -3.5
12.0 3.0 0.0 8.0 4.0 -6.0 -10.0 -9.0 -7.0 -6.5 3.5 -3.5
12.0 5.0 1.0 9.0 6.0 -5.0 -9.0 -8.0 -6.0 -5.5 3.0 -3.0
12.0 5.0 0.0 9.0 5.0 -5.0 -9.0 -9.0 -4.0 -6.5 2.0 -2.0
13.0 4.0 1.0 9.0 5.0 -5.0 -9.0 -9.0 -5.0 -5.5 2.5 -2.5
12.0 2.0 1.0 9.0 5.0 -4.0 -10.0 -10.0 -5.0 -5.0 2.5 -2.5
11.0 1.0 1.0 8.0 6.0 -3.0 -10.0 -11.0 -5.0 -5.5 2.5 -2.5
9.0 1.0 1.0 8.0 6.0 -3.0 -9.0 -11.0 -5.0 -5.0 2.5 -2.5
8.0 1.0 1.0 8.0 6.0 -2.0 -9.0 -10.0 -4.0 -3.5 2.0 -2.0
6.0 2.0 -0.0 8.0 7.0 -0.0 -9.0 -10.0 -4.0 -2.0 2.0 -2.0
3.0 2.0 1.0 9.0 8.0 -2.0 -7.0 -9.0 -1.0 -1.0 0.5 -0.5
-2.0 2.0 -0.0 9.0 7.0 0.0 -6.0 -8.0 -0.0 0.0 0.0 -0.0
-3.0 1.0 -0.0 11.0 8.0 1.0 -5.0 -7.0 1.0 1.0 -0.5 0.5
-2.0 2.0 1.0 13.0 10.0 0.0 -6.0 -8.0 4.0 1.0 -2.0 2.0
2.0 5.0 1.0 13.0 11.0 1.0 -5.0 -7.0 5.0 -2.5 -2.5 2.5
4.0 7.0 2.0 14.0 13.0 3.0 -3.0 -7.0 7.0 -5.5 -3.5 3.5
3.0 8.0 1.0 13.0 13.0 3.0 -3.0 -6.0 8.0 -5.0 -4.0 4.0
1.0 6.0 1.0 13.0 13.0 4.0 -3.0 -6.0 8.0 -3.0 -4.0 4.0
-3.0 5.0 2.0 13.0 13.0 5.0 -2.0 -6.0 8.0 -1.0 -4.0 4.0
-4.0 5.0 2.0 13.0 13.0 6.0 0.0 -5.0 8.0 -1.5 -4.0 4.0
-5.0 5.0 2.0 13.0 14.0 7.0 0.0 -5.0 9.0 -0.5 -4.5 4.5
-4.0 7.0 1.0 14.0 15.0 8.0 1.0 -5.0 11.0 -1.5 -5.5 5.5
-3.0 8.0 2.0 14.0 16.0 8.0 2.0 -5.0 11.0 -3.5 -5.5 5.5
-3.0 8.0 2.0 15.0 18.0 8.0 3.0 -4.0 13.0 -4.5 -6.5 6.5
-4.0 8.0 2.0 16.0 19.0 9.0 3.0 -2.0 13.0 -3.5 -6.5 6.5
-3.0 9.0 2.0 16.0 20.0 11.0 4.0 -2.0 14.0 -4.0 -7.0 7.0
-5.0 8.0 2.0 15.0 17.0 11.0 4.0 -4.0 12.0 -2.5 -6.0 6.0
-4.0 8.0 2.0 15.0 18.0 13.0 5.0 -3.0 13.0 -2.5 -6.5 6.5
-4.0 9.0 1.0 16.0 20.0 13.0 5.0 -3.0 13.0 -2.5 -6.5 6.5
-3.0 8.0 -2.0 15.0 19.0 14.0 4.0 -3.0 12.0 -2.0 -6.0 6.0
-5.0 9.0 -2.0 15.0 19.0 15.0 5.0 -4.0 12.0 -1.5 -6.0 6.0
-5.0 11.0 1.0 17.0 21.0 16.0 6.0 -2.0 15.0 -3.5 -7.5 7.5
-3.0 15.0 2.0 20.0 23.0 17.0 8.0 1.0 17.0 -6.5 -8.5 8.5
-2.0 15.0 1.0 20.0 23.0 17.0 9.0 3.0 17.0 -8.0 -8.5 8.5
-4.0 15.0 0.0 19.0 23.0 18.0 9.0 3.0 18.0 -6.0 -9.0 9.0
-5.0 13.0 1.0 21.0 25.0 19.0 10.0 4.0 18.0 -6.0 -9.0 9.0
-2.0 14.0 0.0 20.0 27.0 19.0 12.0 3.0 19.0 -4.5 -9.5 9.5
-2.0 14.0 0.0 20.0 27.0 20.0 13.0 4.0 18.0 -6.5 -9.0 9.0
-4.0 14.0 1.0 20.0 27.0 22.0 14.0 4.0 17.0 -7.5 -8.5 8.5
-3.0 15.0 2.0 21.0 28.0 24.0 16.0 6.0 18.0 -8.0 -9.0 9.0
-2.0 15.0 -0.0 20.0 28.0 24.0 15.0 5.0 17.0 -7.5 -8.5 8.5
-0.0 15.0 -2.0 20.0 27.0 23.0 15.0 5.0 16.0 -8.0 -8.0 8.0
-0.0 15.0 -0.0 21.0 29.0 24.0 15.0 6.0 17.0 -7.0 -8.5 8.5
-0.0 17.0 -2.0 22.0 30.0 25.0 15.0 6.0 17.0 -7.5 -8.5 8.5
