I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
-1.0 63.0 -52.0 -217.0 -42.0 68.0 121.0 116.0 67.0 -31.5 -33.5 33.5
-5.0 66.0 -70.0 -248.0 -63.0 60.0 124.0 123.0 72.0 -29.5 -36.0 36.0
-9.0 74.0 -87.0 -268.0 -79.0 52.0 126.0 128.0 83.0 -33.5 -41.5 41.5
-15.0 70.0 -97.0 -275.0 -86.0 34.0 112.0 116.0 90.0 -32.0 -45.0 45.0
-20.0 57.0 -106.0 -276.0 -98.0 16.0 88.0 99.0 71.0 -19.0 -35.5 35.5
-23.0 31.0 -102.0 -261.0 -110.0 -26.0 42.0 62.0 52.0 -3.0 -26.0 26.0
-33.0 8.0 -95.0 -253.0 -120.0 -62.0 -0.0 29.0 41.0 11.5 -20.5 20.5
-39.0 -8.0 -95.0 -248.0 -133.0 -89.0 -32.0 2.0 34.0 25.5 -17.0 17.0
-33.0 -15.0 -99.0 -239.0 -140.0 -104.0 -49.0 -11.0 17.0 26.5 -8.5 8.5
-26.0 -13.0 -103.0 -226.0 -136.0 -103.0 -50.0 -13.0 11.0 23.0 -5.5 5.5
-25.0 -16.0 -103.0 -210.0 -127.0 -96.0 -49.0 -16.0 9.0 21.5 -4.5 4.5
-27.0 -20.0 -91.0 -185.0 -112.0 -84.0 -43.0 -16.0 7.0 22.0 -3.5 3.5
-23.0 -22.0 -76.0 -151.0 -90.0 -69.0 -38.0 -18.0 4.0 19.0 -2.0 2.0
-22.0 -23.0 -66.0 -121.0 -75.0 -59.0 -34.0 -18.0 4.0 20.0 -2.0 2.0
-17.0 -20.0 -54.0 -93.0 -60.0 -49.0 -31.0 -18.0 -2.0 18.0 1.0 -1.0
-15.0 -14.0 -40.0 -67.0 -45.0 -38.0 -23.0 -13.0 -1.0 13.5 0.5 -0.5
-13.0 -11.0 -26.0 -51.0 -33.0 -32.0 -20.0 -14.0 -3.0 12.0 1.5 -1.5
-9.0 -11.0 -18.0 -39.0 -26.0 -27.0 -19.0 -12.0 -1.0 10.5 0.5 -0.5
-9.0 -8.0 -13.0 -31.0 -20.0 -23.0 -17.0 -13.0 -2.0 8.0 1.0 -1.0
-8.0 -9.0 -8.0 -24.0 -13.0 -20.0 -16.0 -12.0 -2.0 5.5 1.0 -1.0
-4.0 -9.0 -6.0 -19.0 -11.0 -17.0 -17.0 -11.0 -3.0 5.0 1.5 -1.5
-4.0 -10.0 -3.0 -15.0 -10.0 -13.0 -16.0 -11.0 -6.0 9.0 3.0 -3.0
-5.0 -11.0 -0.0 -11.0 -10.0 -14.0 -15.0 -13.0 -4.0 9.0 2.0 -2.0
-8.0 -9.0 2.0 -7.0 -8.0 -14.0 -14.0 -14.0 -1.0 9.0 0.5 -0.5
-11.0 -9.0 8.0 1.0 -3.0 -11.0 -14.0 -12.0 2.0 10.0 -1.0 1.0
-8.0 -9.0 9.0 4.0 -3.0 -10.0 -13.0 -12.0 2.0 10.0 -1.0 1.0
-5.0 -7.0 6.0 4.0 1.0 -9.0 -12.0 -13.0 1.0 7.5 -0.5 0.5
-5.0 -8.0 4.0 4.0 2.0 -8.0 -11.0 -14.0 -1.0 5.5 0.5 -0.5
-1.0 -7.0 7.0 4.0 1.0 -8.0 -13.0 -14.0 -6.0 4.5 3.0 -3.0
-3.0 -7.0 10.0 4.0 1.0 -7.0 -12.0 -14.0 -6.0 6.5 3.0 -3.0
-6.0 -6.0 10.0 5.0 1.0 -6.0 -12.0 -14.0 -0.0 6.0 0.0 -0.0
-7.0 -7.0 11.0 6.0 -0.0 -7.0 -12.0 -13.0 -0.0 7.0 0.0 -0.0
-7.0 -8.0 12.0 9.0 -1.0 -6.0 -9.0 -10.0 -3.0 7.0 1.5 -1.5
-8.0 -10.0 10.0 6.0 -1.0 -8.0 -10.0 -12.0 -2.0 9.0 1.0 -1.0
-6.0 -8.0 9.0 6.0 -1.0 -7.0 -9.0 -11.0 -1.0 7.0 0.5 -0.5
-7.0 -8.0 9.0 9.0 -1.0 -6.0 -9.0 -10.0 -4.0 7.0 2.0 -2.0
-5.0 -9.0 9.0 11.0 -1.0 -6.0 -9.0 -11.0 -5.0 7.0 2.5 -2.5
-4.0 -9.0 8.0 8.0 0.0 -7.0 -11.0 -12.0 -5.0 6.5 2.5 -2.5
-1.0 -8.0 7.0 7.0 -1.0 -8.0 -10.0 -10.0 -7.0 4.5 3.5 -3.5
-0.0 -8.0 9.0 8.0 1.0 -9.0 -12.0 -13.0 -8.0 4.0 4.0 -4.0
-4.0 -9.0 11.0 10.0 2.0 -7.0 -13.0 -15.0 -2.0 5.5 1.0 -1.0
-5.0 -9.0 11.0 11.0 2.0 -3.0 -9.0 -10.0 2.0 6.0 -1.0 1.0
-7.0 -8.0 11.0 12.0 2.0 -3.0 -9.0 -10.0 3.0 7.5 -1.5 1.5
-5.0 -4.0 13.0 13.0 2.0 -4.0 -9.0 -10.0 -0.0 5.0 0.0 -0.0
-5.0 -4.0 12.0 13.0 5.0 -4.0 -10.0 -7.0 1.0 4.5 -0.5 0.5
-5.0 -6.0 10.0 12.0 5.0 -4.0 -7.0 -7.0 -2.0 5.0 1.0 -1.0
-5.0 -7.0 11.0 14.0 6.0 -5.0 -7.0 -9.0 0.0 7.0 -0.0 0.0
-7.0 -7.0 11.0 13.0 6.0 -5.0 -8.0 -11.0 -4.0 5.0 2.0 -2.0
-7.0 -7.0 12.0 13.0 7.0 -7.0 -8.0 -12.0 -3.0 5.5 1.5 -1.5
-6.0 -7.0 10.0 10.0 7.0 -6.0 -9.0 -12.0 -1.0 6.5 0.5 -0.5
-6.0 -5.0 11.0 11.0 7.0 -4.0 -8.0 -12.0 1.0 5.5 -0.5 0.5
-7.0 -5.0 10.0 12.0 5.0 -6.0 -8.0 -12.0 2.0 5.5 -1.0 1.0
-7.0 -8.0 11.0 12.0 5.0 -4.0 -10.0 -13.0 1.0 7.5 -0.5 0.5
-3.0 -5.0 13.0 13.0 6.0 -3.0 -9.0 -12.0 -2.0 4.0 1.0 -1.0
-0.0 -6.0 13.0 15.0 7.0 -1.0 -7.0 -11.0 -6.0 4.5 3.0 -3.0
1.0 -8.0 10.0 14.0 7.0 -2.0 -7.0 -8.0 -12.0 5.0 6.0 -6.0
-1.0 -7.0 10.0 15.0 6.0 -4.0 -6.0 -10.0 -6.0 4.0 3.0 -3.0
-3.0 -6.0 11.0 14.0 11.0 -4.0 -8.0 -8.0 -4.0 4.5 2.0 -2.0
-3.0 -5.0 10.0 14.0 11.0 -4.0 -8.0 -9.0 -2.0 4.0 1.0 -1.0
1.0 -7.0 10.0 12.0 10.0 -4.0 -8.0 -11.0 -8.0 3.5 4.0 -4.0
-1.0 -7.0 8.0 15.0 6.0 -4.0 -8.0 -8.0 -5.0 4.5 2.5 -2.5
-4.0 -5.0 10.0 14.0 6.0 -2.0 -6.0 -8.0 -1.0 4.5 0.5 -0.5
-3.0 -6.0 10.0 13.0 7.0 -3.0 -5.0 -10.0 -4.0 4.5 2.0 -2.0
-1.0 -4.0 7.0 13.0 10.0 -4.0 -7.0 -9.0 -3.0 3.5 1.5 -1.5
-2.0 -5.0 5.0 15.0 7.0 -3.0 -3.0 -11.0 -2.0 4.0 1.0 -1.0
-3.0 -5.0 7.0 17.0 9.0 -2.0 -4.0 -8.0 1.0 3.0 -0.5 0.5
-2.0 -4.0 8.0 17.0 12.0 -2.0 -5.0 -9.0 -2.0 3.0 1.0 -1.0
1.0 -4.0 10.0 18.0 12.0 -2.0 -6.0 -10.0 -6.0 3.5 3.0 -3.0
2.0 -6.0 13.0 20.0 12.0 -2.0 -8.0 -11.0 -5.0 2.0 2.5 -2.5
-1.0 -6.0 12.0 19.0 13.0 -2.0 -8.0 -12.0 -6.0 3.0 3.0 -3.0
1.0 -7.0 12.0 18.0 10.0 -2.0 -7.0 -15.0 -8.0 3.0 4.0 -4.0
0.0 -6.0 11.0 18.0 11.0 -2.0 -5.0 -13.0 -8.0 5.5 4.0 -4.0
-2.0 -7.0 9.0 18.0 14.0 1.0 -3.0 -12.0 -6.0 5.0 3.0 -3.0
0.0 -6.0 8.0 24.0 14.0 3.0 -2.0 -6.0 -2.0 2.5 1.0 -1.0
0.0 -3.0 12.0 25.0 12.0 4.0 -2.0 -7.0 -4.0 1.0 2.0 -2.0
-1.0 -2.0 12.0 26.0 11.0 3.0 -1.0 -9.0 -3.0 2.5 1.5 -1.5
0.0 -4.0 13.0 28.0 13.0 4.0 -2.0 -6.0 -6.0 3.0 3.0 -3.0
1.0 -1.0 14.0 27.0 15.0 4.0 -1.0 -5.0 -4.0 1.0 2.0 -2.0
0.0 -2.0 14.0 27.0 16.0 5.0 -1.0 -7.0 -1.0 1.5 0.5 -0.5
-0.0 -2.0 13.0 26.0 20.0 5.0 0.0 -8.0 -2.0 2.5 1.0 -1.0
-3.0 -4.0 12.0 27.0 22.0 5.0 -1.0 -8.0 -1.0 3.5 0.5 -0.5
-1.0 -3.0 9.0 25.0 21.0 6.0 -1.0 -4.0 -2.0 2.0 1.0 -1.0
2.0 -2.0 12.0 26.0 19.0 6.0 -2.0 -7.0 -4.0 0.5 2.0 -2.0
3.0 -5.0 12.0 29.0 20.0 8.0 -1.0 -9.0 -6.0 1.0 3.0 -3.0
3.0 -1.0 12.0 31.0 17.0 8.0 0.0 -5.0 -5.0 -1.5 2.5 -2.5
4.0 -1.0 12.0 33.0 19.0 9.0 2.0 -5.0 -8.0 1.0 4.0 -4.0
5.0 -3.0 11.0 34.0 22.0 8.0 -1.0 -7.0 -7.0 -1.0 3.5 -3.5
5.0 -1.0 9.0 34.0 26.0 9.0 1.0 -6.0 -5.0 -0.0 2.5 -2.5
6.0 -1.0 10.0 36.0 28.0 10.0 -0.0 -5.0 -6.0 -2.0 3.0 -3.0
3.0 -3.0 13.0 38.0 28.0 10.0 1.0 -5.0 -7.0 -0.5 3.5 -3.5
5.0 -4.0 14.0 39.0 25.0 12.0 2.0 -3.0 -9.0 -0.5 4.5 -4.5
6.0 0.0 11.0 39.0 23.0 13.0 5.0 -1.0 -8.0 -3.0 4.0 -4.0
9.0 1.0 9.0 41.0 22.0 15.0 5.0 -1.0 -9.0 -3.0 4.5 -4.5
9.0 -1.0 10.0 43.0 26.0 14.0 4.0 -1.0 -9.0 -4.0 4.5 -4.5
8.0 1.0 10.0 44.0 29.0 16.0 5.0 -1.0 -7.0 -4.5 3.5 -3.5
9.0 0.0 6.0 43.0 32.0 15.0 5.0 0.0 -9.0 -5.0 4.5 -4.5
15.0 2.0 5.0 45.0 33.0 17.0 8.0 0.0 -11.0 -9.5 5.5 -5.5
20.0 4.0 8.0 47.0 32.0 20.0 10.0 4.0 -14.0 -11.5 7.0 -7.0
15.0 5.0 8.0 47.0 37.0 20.0 10.0 4.0 -10.0 -10.0 5.0 -5.0
18.0 2.0 4.0 44.0 36.0 19.0 10.0 3.0 -14.0 -11.5 7.0 -7.0
18.0 5.0 5.0 44.0 35.0 21.0 11.0 5.0 -14.0 -12.0 7.0 -7.0
18.0 4.0 5.0 45.0 34.0 24.0 15.0 6.0 -8.0 -9.5 4.0 -4.0
20.0 6.0 4.0 46.0 33.0 24.0 16.0 8.0 -12.0 -11.5 6.0 -6.0
23.0 8.0 1.0 44.0 34.0 24.0 15.0 12.0 -14.0 -15.5 7.0 -7.0
29.0 8.0 -1.0 43.0 31.0 22.0 15.0 8.0 -19.0 -16.0 9.5 -9.5
27.0 8.0 1.0 42.0 30.0 22.0 16.0 7.0 -22.0 -16.0 11.0 -11.0
21.0 10.0 1.0 43.0 30.0 24.0 18.0 10.0 -14.0 -17.0 7.0 -7.0
19.0 8.0 5.0 45.0 31.0 25.0 19.0 12.0 -11.0 -13.5 5.5 -5.5
21.0 11.0 4.0 47.0 34.0 25.0 23.0 14.0 -10.0 -14.5 5.0 -5.0
20.0 12.0 0.0 42.0 32.0 25.0 22.0 16.0 -10.0 -15.0 5.0 -5.0
19.0 10.0 0.0 41.0 29.0 24.0 22.0 14.0 -7.0 -13.5 3.5 -3.5
20.0 11.0 -1.0 37.0 29.0 25.0 20.0 13.0 -10.0 -15.5 5.0 -5.0
21.0 13.0 -1.0 36.0 29.0 26.0 22.0 17.0 -8.0 -17.0 4.0 -4.0
23.0 12.0 -1.0 37.0 26.0 24.0 20.0 17.0 -11.0 -18.5 5.5 -5.5
25.0 10.0 -2.0 37.0 23.0 21.0 19.0 14.0 -15.0 -16.5 7.5 -7.5
23.0 9.0 -5.0 34.0 22.0 20.0 18.0 15.0 -14.0 -16.5 7.0 -7.0
22.0 8.0 -4.0 34.0 21.0 18.0 18.0 16.0 -11.0 -15.0 5.5 -5.5
20.0 10.0 -5.0 31.0 19.0 18.0 16.0 14.0 -12.0 -13.0 6.0 -6.0
21.0 9.0 -6.0 28.0 18.0 19.0 17.0 14.0 -11.0 -14.0 5.5 -5.5
21.0 8.0 -6.0 26.0 16.0 17.0 17.0 14.0 -13.0 -14.0 6.5 -6.5
22.0 8.0 -4.0 24.0 12.0 16.0 16.0 12.0 -13.0 -17.0 6.5 -6.5
24.0 13.0 -5.0 21.0 10.0 16.0 14.0 10.0 -11.0 -18.5 5.5 -5.5
23.0 11.0 -5.0 23.0 12.0 16.0 14.0 13.0 -12.0 -17.0 6.0 -6.0
21.0 10.0 -4.0 23.0 12.0 15.0 15.0 12.0 -9.0 -15.5 4.5 -4.5
18.0 10.0 -3.0 25.0 11.0 13.0 15.0 13.0 -10.0 -15.0 5.0 -5.0
12.0 9.0 1.0 26.0 15.0 11.0 15.0 14.0 -3.0 -11.0 1.5 -1.5
11.0 8.0 4.0 25.0 14.0 11.0 13.0 14.0 -3.0 -9.5 1.5 -1.5
10.0 9.0 3.0 21.0 12.0 11.0 13.0 11.0 -2.0 -6.5 1.0 -1.0
12.0 2.0 2.0 20.0 10.0 11.0 12.0 11.0 -6.0 -7.0 3.0 -3.0
13.0 5.0 0.0 18.0 7.0 11.0 12.0 8.0 -7.0 -9.0 3.5 -3.5
12.0 4.0 3.0 19.0 4.0 11.0 10.0 9.0 -5.0 -6.5 2.5 -2.5
6.0 4.0 0.0 16.0 4.0 9.0 7.0 6.0 -1.0 -5.5 0.5 -0.5
6.0 3.0 1.0 16.0 5.0 8.0 6.0 4.0 -2.0 -5.5 1.0 -1.0
8.0 3.0 3.0 15.0 1.0 8.0 7.0 5.0 -2.0 -6.0 1.0 -1.0
7.0 5.0 5.0 16.0 2.0 5.0 10.0 8.0 -1.0 -6.0 0.5 -0.5
5.0 5.0 6.0 17.0 3.0 6.0 8.0 7.0 -0.0 -5.0 0.0 -0.0
5.0 6.0 2.0 16.0 4.0 3.0 6.0 5.0 1.0 -5.5 -0.5 0.5
6.0 4.0 2.0 13.0 3.0 2.0 5.0 2.0 -1.0 -4.0 0.5 -0.5
4.0 2.0 6.0 12.0 6.0 3.0 6.0 2.0 -4.0 -4.5 2.0 -2.0
