I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
5.0 7.0 -7.0 -7.0 4.0 6.0 4.0 2.0 3.0 -7.5 -1.5 1.5
4.0 7.0 -8.0 -8.0 4.0 5.0 3.0 1.0 4.0 -7.5 -2.0 2.0
5.0 8.0 -8.0 -10.0 3.0 4.0 3.0 1.0 4.0 -7.0 -2.0 2.0
5.0 8.0 -8.0 -10.0 2.0 3.0 3.0 2.0 3.0 -7.0 -1.5 1.5
5.0 7.0 -8.0 -10.0 1.0 4.0 3.0 1.0 2.0 -7.0 -1.0 1.0
4.0 7.0 -8.0 -10.0 0.0 4.0 3.0 1.0 2.0 -6.0 -1.0 1.0
4.0 8.0 -10.0 -12.0 -2.0 3.0 3.0 1.0 4.0 -6.0 -2.0 2.0
4.0 10.0 -9.0 -13.0 -2.0 2.0 3.0 2.0 7.0 -7.0 -3.5 3.5
3.0 12.0 -9.0 -13.0 0.0 3.0 4.0 2.0 9.0 -7.5 -4.5 4.5
3.0 12.0 -9.0 -13.0 -2.0 3.0 3.0 2.0 12.0 -8.5 -6.0 6.0
2.0 13.0 -8.0 -14.0 -3.0 2.0 3.0 1.0 11.0 -7.5 -5.5 5.5
-2.0 10.0 -7.0 -15.0 -4.0 0.0 1.0 0.0 10.0 -4.5 -5.0 5.0
-4.0 7.0 -6.0 -15.0 -5.0 -3.0 -0.0 -3.0 11.0 -2.0 -5.5 5.5
-7.0 3.0 -5.0 -15.0 -5.0 -3.0 -2.0 -4.0 10.0 1.0 -5.0 5.0
-6.0 1.0 -4.0 -15.0 -5.0 -3.0 -4.0 -6.0 9.0 3.0 -4.5 4.5
-6.0 0.0 -3.0 -15.0 -5.0 -4.0 -4.0 -7.0 6.0 4.0 -3.0 3.0
-6.0 -4.0 -6.0 -16.0 -7.0 -5.0 -6.0 -8.0 2.0 5.5 -1.0 1.0
-7.0 -8.0 -7.0 -17.0 -8.0 -7.0 -8.0 -11.0 1.0 6.5 -0.5 0.5
-8.0 -10.0 -7.0 -19.0 -10.0 -9.0 -10.0 -12.0 -0.0 9.0 0.0 -0.0
-8.0 -12.0 -7.0 -20.0 -12.0 -9.0 -11.0 -13.0 -1.0 9.5 0.5 -0.5
-8.0 -11.0 -9.0 -20.0 -12.0 -11.0 -11.0 -13.0 -2.0 9.5 1.0 -1.0
-8.0 -10.0 -8.0 -21.0 -12.0 -11.0 -11.0 -13.0 -3.0 9.5 1.5 -1.5
-8.0 -11.0 -8.0 -20.0 -12.0 -11.0 -12.0 -14.0 -4.0 9.0 2.0 -2.0
-7.0 -11.0 -9.0 -20.0 -12.0 -10.0 -11.0 -13.0 -4.0 8.5 2.0 -2.0
-7.0 -11.0 -9.0 -20.0 -12.0 -10.0 -11.0 -14.0 -3.0 8.0 1.5 -1.5
-8.0 -11.0 -9.0 -20.0 -12.0 -10.0 -11.0 -13.0 -3.0 8.5 1.5 -1.5
-8.0 -12.0 -8.0 -20.0 -11.0 -10.0 -10.0 -12.0 -3.0 9.0 1.5 -1.5
-8.0 -11.0 -8.0 -19.0 -10.0 -9.0 -11.0 -13.0 -3.0 9.5 1.5 -1.5
-9.0 -10.0 -8.0 -19.0 -10.0 -9.0 -10.0 -13.0 -3.0 10.5 1.5 -1.5
-9.0 -10.0 -8.0 -19.0 -10.0 -8.0 -10.0 -13.0 -2.0 10.5 1.0 -1.0
-9.0 -10.0 -8.0 -18.0 -9.0 -8.0 -10.0 -13.0 -2.0 9.5 1.0 -1.0
-8.0 -10.0 -7.0 -18.0 -9.0 -8.0 -10.0 -13.0 -0.0 8.0 0.0 -0.0
-7.0 -10.0 -6.0 -18.0 -9.0 -8.0 -11.0 -13.0 -0.0 8.5 0.0 -0.0
-9.0 -11.0 -7.0 -18.0 -10.0 -9.0 -10.0 -13.0 -1.0 10.0 0.5 -0.5
-9.0 -11.0 -7.0 -18.0 -11.0 -9.0 -11.0 -13.0 -2.0 10.5 1.0 -1.0
-9.0 -11.0 -6.0 -18.0 -11.0 -8.0 -10.0 -12.0 -1.0 10.5 0.5 -0.5
-8.0 -12.0 -6.0 -18.0 -10.0 -9.0 -10.0 -12.0 -2.0 10.0 1.0 -1.0
-9.0 -12.0 -6.0 -18.0 -10.0 -9.0 -11.0 -12.0 -1.0 9.5 0.5 -0.5
-8.0 -11.0 -6.0 -18.0 -10.0 -9.0 -10.0 -12.0 -1.0 9.0 0.5 -0.5
-9.0 -12.0 -6.0 -18.0 -9.0 -9.0 -10.0 -12.0 -2.0 9.5 1.0 -1.0
-9.0 -12.0 -6.0 -18.0 -10.0 -9.0 -11.0 -12.0 -3.0 10.0 1.5 -1.5
-8.0 -12.0 -6.0 -17.0 -10.0 -9.0 -10.0 -12.0 -3.0 9.5 1.5 -1.5
-9.0 -12.0 -6.0 -18.0 -10.0 -9.0 -11.0 -13.0 -2.0 9.0 1.0 -1.0
-9.0 -12.0 -6.0 -18.0 -10.0 -10.0 -10.0 -13.0 -3.0 9.0 1.5 -1.5
-9.0 -11.0 -5.0 -18.0 -10.0 -9.0 -10.0 -13.0 -2.0 9.5 1.0 -1.0
-8.0 -12.0 -5.0 -18.0 -10.0 -10.0 -10.0 -12.0 -3.0 9.5 1.5 -1.5
-9.0 -12.0 -5.0 -18.0 -9.0 -9.0 -10.0 -13.0 -2.0 10.0 1.0 -1.0
-9.0 -12.0 -6.0 -18.0 -9.0 -9.0 -10.0 -13.0 -1.0 9.0 0.5 -0.5
-8.0 -12.0 -5.0 -17.0 -9.0 -8.0 -10.0 -13.0 -2.0 8.5 1.0 -1.0
-8.0 -12.0 -6.0 -17.0 -9.0 -7.0 -10.0 -13.0 -3.0 8.5 1.5 -1.5
-7.0 -11.0 -6.0 -17.0 -9.0 -7.0 -11.0 -13.0 -4.0 8.5 2.0 -2.0
-6.0 -11.0 -5.0 -17.0 -10.0 -8.0 -10.0 -13.0 -4.0 8.5 2.0 -2.0
-7.0 -11.0 -5.0 -16.0 -9.0 -8.0 -11.0 -14.0 -3.0 8.5 1.5 -1.5
-8.0 -11.0 -4.0 -14.0 -8.0 -8.0 -11.0 -14.0 -4.0 9.0 2.0 -2.0
-9.0 -13.0 -0.0 -11.0 -7.0 -9.0 -11.0 -15.0 -4.0 10.0 2.0 -2.0
-10.0 -12.0 4.0 -7.0 -4.0 -8.0 -13.0 -16.0 -3.0 11.0 1.5 -1.5
-11.0 -14.0 7.0 1.0 1.0 -7.0 -13.0 -17.0 -2.0 13.0 1.0 -1.0
-11.0 -14.0 12.0 11.0 9.0 -2.0 -13.0 -18.0 -3.0 12.5 1.5 -1.5
-10.0 -14.0 16.0 23.0 21.0 6.0 -10.0 -17.0 -3.0 12.0 1.5 -1.5
-9.0 -11.0 19.0 37.0 34.0 17.0 -4.0 -12.0 -1.0 10.0 0.5 -0.5
-9.0 -6.0 25.0 54.0 56.0 34.0 10.0 -6.0 1.0 7.0 -0.5 0.5
-6.0 2.0 33.0 77.0 85.0 61.0 28.0 7.0 7.0 2.0 -3.5 3.5
-2.0 11.0 43.0 101.0 119.0 94.0 53.0 21.0 11.0 -4.5 -5.5 5.5
5.0 18.0 48.0 119.0 154.0 131.0 76.0 37.0 14.0 -11.5 -7.0 7.0
9.0 22.0 53.0 142.0 194.0 171.0 103.0 52.0 13.0 -16.0 -6.5 6.5
15.0 25.0 62.0 162.0 232.0 212.0 129.0 66.0 10.0 -20.5 -5.0 5.0
22.0 33.0 68.0 173.0 266.0 246.0 155.0 84.0 11.0 -28.0 -5.5 5.5
29.0 45.0 66.0 170.0 287.0 274.0 180.0 102.0 14.0 -37.5 -7.0 7.0
38.0 55.0 52.0 142.0 287.0 281.0 194.0 116.0 15.0 -47.0 -7.5 7.5
48.0 59.0 19.0 86.0 240.0 261.0 190.0 121.0 10.0 -53.5 -5.0 5.0
54.0 61.0 -25.0 -0.0 143.0 184.0 163.0 122.0 5.0 -58.5 -2.5 2.5
60.0 65.0 -74.0 -120.0 14.0 73.0 114.0 112.0 5.0 -61.5 -2.5 2.5
53.0 61.0 -119.0 -259.0 -128.0 -41.0 51.0 88.0 9.0 -56.5 -4.5 4.5
42.0 44.0 -155.0 -398.0 -265.0 -146.0 -18.0 49.0 3.0 -41.5 -1.5 1.5
32.0 16.0 -195.0 -517.0 -386.0 -245.0 -80.0 8.0 -17.0 -22.5 8.5 -8.5
25.0 -6.0 -242.0 -594.0 -469.0 -306.0 -116.0 -15.0 -36.0 -10.5 18.0 -18.0
29.0 -12.0 -266.0 -611.0 -483.0 -316.0 -129.0 -20.0 -46.0 -7.5 23.0 -23.0
33.0 -19.0 -277.0 -585.0 -471.0 -311.0 -134.0 -21.0 -53.0 -8.5 26.5 -26.5
35.0 -17.0 -279.0 -556.0 -451.0 -300.0 -135.0 -22.0 -52.0 -8.0 26.0 -26.0
26.0 -9.0 -269.0 -520.0 -426.0 -282.0 -126.0 -21.0 -34.0 -7.5 17.0 -17.0
15.0 8.0 -241.0 -466.0 -381.0 -259.0 -110.0 -15.0 -4.0 -9.0 2.0 -2.0
4.0 23.0 -217.0 -410.0 -331.0 -225.0 -93.0 -7.0 23.0 -12.0 -11.5 11.5
-2.0 28.0 -203.0 -369.0 -296.0 -195.0 -81.0 -4.0 31.0 -14.0 -15.5 15.5
-2.0 27.0 -190.0 -336.0 -268.0 -176.0 -76.0 -3.0 30.0 -12.5 -15.0 15.0
-5.0 25.0 -176.0 -301.0 -239.0 -157.0 -71.0 -8.0 29.0 -11.0 -14.5 14.5
-7.0 25.0 -163.0 -265.0 -208.0 -139.0 -62.0 -6.0 30.0 -10.0 -15.0 15.0
-6.0 23.0 -149.0 -235.0 -185.0 -123.0 -56.0 -7.0 29.0 -9.5 -14.5 14.5
-5.0 21.0 -136.0 -207.0 -165.0 -110.0 -52.0 -9.0 26.0 -8.0 -13.0 13.0
-5.0 17.0 -116.0 -179.0 -144.0 -95.0 -45.0 -10.0 20.0 -6.5 -10.0 10.0
-4.0 15.0 -97.0 -147.0 -119.0 -78.0 -36.0 -9.0 18.0 -6.0 -9.0 9.0
-4.0 12.0 -78.0 -116.0 -95.0 -61.0 -29.0 -7.0 15.0 -4.0 -7.5 7.5
-3.0 7.0 -60.0 -90.0 -72.0 -50.0 -25.0 -6.0 11.0 -2.5 -5.5 5.5
-4.0 4.0 -46.0 -69.0 -58.0 -40.0 -22.0 -8.0 7.0 0.0 -3.5 3.5
-4.0 1.0 -35.0 -54.0 -46.0 -34.0 -19.0 -8.0 4.0 1.5 -2.0 2.0
-3.0 -2.0 -27.0 -40.0 -34.0 -27.0 -16.0 -7.0 1.0 2.5 -0.5 0.5
-2.0 -3.0 -20.0 -30.0 -28.0 -21.0 -14.0 -6.0 2.0 3.0 -1.0 1.0
-3.0 -3.0 -15.0 -24.0 -23.0 -19.0 -12.0 -6.0 -0.0 3.5 0.0 -0.0
-4.0 -5.0 -11.0 -20.0 -19.0 -16.0 -12.0 -8.0 -0.0 4.5 0.0 -0.0
-6.0 -7.0 -9.0 -17.0 -18.0 -16.0 -12.0 -8.0 -3.0 5.5 1.5 -1.5
-6.0 -8.0 -8.0 -15.0 -16.0 -15.0 -12.0 -8.0 -3.0 7.0 1.5 -1.5
-6.0 -9.0 -7.0 -13.0 -15.0 -14.0 -12.0 -8.0 -3.0 7.5 1.5 -1.5
-5.0 -9.0 -5.0 -10.0 -13.0 -13.0 -11.0 -8.0 -4.0 8.0 2.0 -2.0
-5.0 -10.0 -4.0 -8.0 -12.0 -12.0 -11.0 -9.0 -5.0 7.5 2.5 -2.5
-5.0 -10.0 -5.0 -6.0 -11.0 -12.0 -10.0 -8.0 -4.0 7.5 2.0 -2.0
-5.0 -9.0 -3.0 -6.0 -10.0 -11.0 -11.0 -9.0 -5.0 7.5 2.5 -2.5
-5.0 -9.0 -3.0 -4.0 -9.0 -10.0 -10.0 -9.0 -5.0 7.0 2.5 -2.5
-4.0 -10.0 -2.0 -2.0 -7.0 -9.0 -10.0 -8.0 -4.0 5.5 2.0 -2.0
-4.0 -10.0 1.0 0.0 -6.0 -9.0 -10.0 -8.0 -5.0 5.0 2.5 -2.5
-4.0 -11.0 2.0 3.0 -5.0 -8.0 -9.0 -8.0 -5.0 6.0 2.5 -2.5
-5.0 -10.0 3.0 5.0 -4.0 -7.0 -8.0 -8.0 -6.0 7.0 3.0 -3.0
-6.0 -12.0 4.0 5.0 -3.0 -7.0 -9.0 -9.0 -6.0 9.0 3.0 -3.0
-5.0 -12.0 3.0 6.0 -3.0 -7.0 -9.0 -9.0 -6.0 8.5 3.0 -3.0
-5.0 -12.0 4.0 7.0 -2.0 -6.0 -9.0 -9.0 -7.0 9.0 3.5 -3.5
-5.0 -11.0 3.0 8.0 0.0 -7.0 -8.0 -9.0 -7.0 8.0 3.5 -3.5
-4.0 -11.0 3.0 8.0 0.0 -7.0 -7.0 -8.0 -7.0 7.5 3.5 -3.5
-4.0 -10.0 3.0 9.0 1.0 -5.0 -7.0 -8.0 -6.0 7.0 3.0 -3.0
-3.0 -10.0 5.0 10.0 2.0 -5.0 -7.0 -7.0 -6.0 6.5 3.0 -3.0
-5.0 -10.0 6.0 11.0 3.0 -5.0 -7.0 -8.0 -6.0 6.5 3.0 -3.0
-4.0 -11.0 6.0 12.0 3.0 -5.0 -7.0 -8.0 -4.0 7.5 2.0 -2.0
-4.0 -11.0 8.0 14.0 4.0 -3.0 -6.0 -7.0 -5.0 7.5 2.5 -2.5
-5.0 -11.0 9.0 16.0 5.0 -2.0 -6.0 -7.0 -6.0 8.0 3.0 -3.0
-5.0 -11.0 9.0 17.0 6.0 -2.0 -7.0 -7.0 -7.0 7.0 3.5 -3.5
-4.0 -12.0 9.0 18.0 7.0 -2.0 -6.0 -8.0 -8.0 7.0 4.0 -4.0
-4.0 -12.0 8.0 17.0 6.0 -2.0 -7.0 -8.0 -8.0 8.0 4.0 -4.0
-4.0 -11.0 8.0 17.0 5.0 -2.0 -7.0 -7.0 -7.0 7.5 3.5 -3.5
-3.0 -10.0 8.0 18.0 6.0 0.0 -6.0 -6.0 -8.0 7.0 4.0 -4.0
-3.0 -10.0 10.0 20.0 7.0 0.0 -6.0 -6.0 -8.0 6.5 4.0 -4.0
-4.0 -10.0 10.0 21.0 8.0 1.0 -5.0 -6.0 -8.0 7.0 4.0 -4.0
-4.0 -12.0 10.0 22.0 9.0 2.0 -6.0 -7.0 -8.0 7.0 4.0 -4.0
-3.0 -11.0 12.0 24.0 10.0 2.0 -6.0 -6.0 -7.0 7.0 3.5 -3.5
-2.0 -10.0 13.0 24.0 11.0 1.0 -4.0 -6.0 -8.0 7.0 4.0 -4.0
-3.0 -10.0 13.0 25.0 12.0 2.0 -3.0 -6.0 -9.0 7.0 4.5 -4.5
-2.0 -11.0 13.0 26.0 12.0 2.0 -3.0 -6.0 -8.0 7.0 4.0 -4.0
-2.0 -11.0 13.0 26.0 12.0 2.0 -4.0 -6.0 -8.0 6.0 4.0 -4.0
-2.0 -10.0 13.0 27.0 12.0 3.0 -3.0 -5.0 -7.0 6.5 3.5 -3.5
-2.0 -10.0 13.0 28.0 13.0 3.0 -3.0 -5.0 -7.0 5.5 3.5 -3.5
-2.0 -9.0 14.0 30.0 15.0 4.0 -3.0 -4.0 -7.0 5.0 3.5 -3.5
0.0 -8.0 15.0 30.0 16.0 4.0 -4.0 -5.0 -8.0 4.5 4.0 -4.0
0.0 -8.0 16.0 33.0 17.0 6.0 -0.0 -4.0 -7.0 5.0 3.5 -3.5
-0.0 -8.0 16.0 34.0 18.0 7.0 0.0 -3.0 -7.0 6.0 3.5 -3.5
-3.0 -8.0 17.0 35.0 20.0 7.0 -2.0 -4.0 -7.0 5.5 3.5 -3.5
-2.0 -9.0 17.0 36.0 19.0 7.0 -2.0 -4.0 -7.0 5.5 3.5 -3.5
-2.0 -9.0 17.0 37.0 19.0 7.0 -2.0 -4.0 -9.0 5.0 4.5 -4.5
0.0 -10.0 17.0 37.0 21.0 7.0 -2.0 -4.0 -10.0 4.5 5.0 -5.0
1.0 -8.0 16.0 38.0 21.0 6.0 0.0 -3.0 -10.0 4.5 5.0 -5.0
1.0 -9.0 16.0 39.0 21.0 8.0 1.0 -2.0 -8.0 4.0 4.0 -4.0
1.0 -7.0 16.0 42.0 23.0 9.0 1.0 -2.0 -8.0 3.0 4.0 -4.0
-0.0 -7.0 19.0 44.0 24.0 10.0 2.0 0.0 -7.0 4.0 3.5 -3.5
-2.0 -7.0 20.0 46.0 26.0 11.0 3.0 0.0 -7.0 4.0 3.5 -3.5
0.0 -8.0 20.0 47.0 26.0 11.0 5.0 1.0 -7.0 3.5 3.5 -3.5
0.0 -7.0 21.0 49.0 28.0 12.0 6.0 1.0 -8.0 4.0 4.0 -4.0
1.0 -7.0 21.0 50.0 28.0 13.0 5.0 1.0 -8.0 2.5 4.0 -4.0
1.0 -7.0 21.0 52.0 29.0 13.0 5.0 1.0 -8.0 3.0 4.0 -4.0
1.0 -6.0 21.0 52.0 29.0 13.0 5.0 1.0 -8.0 2.0 4.0 -4.0
2.0 -6.0 22.0 54.0 30.0 13.0 6.0 3.0 -9.0 2.0 4.5 -4.5
2.0 -5.0 21.0 57.0 30.0 14.0 6.0 3.0 -8.0 1.5 4.0 -4.0
1.0 -5.0 22.0 57.0 32.0 16.0 6.0 3.0 -8.0 1.5 4.0 -4.0
2.0 -4.0 25.0 59.0 34.0 17.0 7.0 4.0 -7.0 0.5 3.5 -3.5
3.0 -3.0 26.0 62.0 36.0 18.0 8.0 4.0 -6.0 0.0 3.0 -3.0
3.0 -3.0 26.0 64.0 36.0 18.0 8.0 5.0 -6.0 -0.0 3.0 -3.0
2.0 -4.0 26.0 65.0 37.0 20.0 8.0 5.0 -6.0 0.5 3.0 -3.0
3.0 -4.0 27.0 67.0 39.0 20.0 10.0 6.0 -7.0 0.5 3.5 -3.5
6.0 -3.0 26.0 69.0 42.0 20.0 11.0 6.0 -7.0 -1.5 3.5 -3.5
5.0 -2.0 26.0 70.0 42.0 21.0 11.0 7.0 -8.0 -2.0 4.0 -4.0
5.0 -2.0 26.0 71.0 42.0 21.0 11.0 7.0 -8.0 -2.0 4.0 -4.0
6.0 -0.0 27.0 74.0 43.0 21.0 11.0 8.0 -7.0 -3.0 3.5 -3.5
7.0 1.0 28.0 76.0 45.0 23.0 12.0 9.0 -6.0 -4.0 3.0 -3.0
6.0 1.0 30.0 78.0 47.0 24.0 13.0 10.0 -6.0 -4.5 3.0 -3.0
3.0 1.0 31.0 81.0 48.0 25.0 14.0 11.0 -4.0 -3.0 2.0 -2.0
5.0 2.0 31.0 84.0 50.0 26.0 14.0 10.0 -4.0 -4.0 2.0 -2.0
7.0 2.0 32.0 86.0 51.0 27.0 15.0 11.0 -5.0 -4.5 2.5 -2.5
7.0 3.0 32.0 87.0 52.0 27.0 16.0 12.0 -6.0 -5.5 3.0 -3.0
8.0 3.0 32.0 89.0 53.0 28.0 17.0 12.0 -6.0 -5.5 3.0 -3.0
8.0 4.0 32.0 90.0 54.0 29.0 16.0 13.0 -5.0 -7.0 2.5 -2.5
9.0 5.0 33.0 92.0 53.0 29.0 17.0 13.0 -5.0 -7.0 2.5 -2.5
10.0 5.0 33.0 94.0 54.0 30.0 18.0 14.0 -5.0 -6.5 2.5 -2.5
8.0 6.0 33.0 96.0 55.0 30.0 19.0 15.0 -2.0 -7.0 1.0 -1.0
9.0 7.0 35.0 98.0 56.0 31.0 20.0 16.0 -2.0 -8.0 1.0 -1.0
10.0 8.0 35.0 100.0 57.0 33.0 19.0 16.0 -2.0 -8.5 1.0 -1.0
10.0 8.0 35.0 102.0 58.0 33.0 21.0 17.0 -3.0 -9.0 1.5 -1.5
12.0 8.0 36.0 103.0 60.0 33.0 21.0 18.0 -4.0 -10.5 2.0 -2.0
12.0 9.0 37.0 105.0 60.0 32.0 22.0 19.0 -5.0 -9.5 2.5 -2.5
12.0 9.0 36.0 106.0 60.0 33.0 23.0 19.0 -5.0 -11.5 2.5 -2.5
12.0 9.0 35.0 106.0 60.0 32.0 21.0 18.0 -4.0 -11.0 2.0 -2.0
12.0 10.0 35.0 107.0 60.0 32.0 21.0 17.0 -4.0 -11.0 2.0 -2.0
13.0 11.0 36.0 108.0 60.0 31.0 21.0 18.0 -3.0 -11.5 1.5 -1.5
13.0 12.0 36.0 108.0 60.0 31.0 21.0 19.0 -2.0 -12.0 1.0 -1.0
14.0 13.0 37.0 109.0 59.0 31.0 21.0 19.0 -3.0 -13.5 1.5 -1.5
14.0 12.0 37.0 109.0 58.0 31.0 20.0 19.0 -2.0 -13.0 1.0 -1.0
14.0 12.0 37.0 109.0 59.0 31.0 21.0 19.0 -2.0 -13.0 1.0 -1.0
14.0 11.0 38.0 109.0 58.0 30.0 20.0 19.0 -3.0 -13.0 1.5 -1.5
15.0 12.0 38.0 110.0 57.0 29.0 19.0 18.0 -3.0 -13.0 1.5 -1.5
15.0 12.0 37.0 108.0 56.0 27.0 18.0 19.0 -4.0 -14.0 2.0 -2.0
15.0 12.0 37.0 108.0 55.0 26.0 17.0 19.0 -3.0 -13.5 1.5 -1.5
15.0 13.0 36.0 107.0 53.0 25.0 17.0 18.0 -4.0 -13.5 2.0 -2.0
16.0 12.0 35.0 105.0 52.0 24.0 16.0 18.0 -3.0 -13.5 1.5 -1.5
15.0 12.0 35.0 104.0 49.0 22.0 15.0 17.0 -3.0 -13.5 1.5 -1.5
15.0 11.0 36.0 104.0 49.0 21.0 14.0 17.0 -3.0 -13.0 1.5 -1.5
15.0 11.0 36.0 103.0 47.0 20.0 14.0 16.0 -3.0 -12.5 1.5 -1.5
14.0 10.0 35.0 101.0 45.0 18.0 13.0 15.0 -3.0 -12.5 1.5 -1.5
14.0 11.0 35.0 100.0 44.0 16.0 11.0 14.0 -4.0 -12.5 2.0 -2.0
