I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
-6.0 -8.0 8.0 3.0 -3.0 -4.0 -5.0 -7.0 -3.0 7.0 1.5 -1.5
-6.0 -8.0 9.0 3.0 -2.0 -3.0 -5.0 -7.0 -2.0 7.0 1.0 -1.0
-6.0 -8.0 9.0 3.0 -2.0 -3.0 -5.0 -7.0 -2.0 7.0 1.0 -1.0
-6.0 -8.0 10.0 3.0 -2.0 -4.0 -4.0 -6.0 -1.0 6.5 0.5 -0.5
-6.0 -7.0 10.0 3.0 0.0 -3.0 -4.0 -5.0 -1.0 6.5 0.5 -0.5
-6.0 -7.0 10.0 3.0 1.0 -3.0 -4.0 -5.0 -0.0 6.0 0.0 -0.0
-6.0 -6.0 10.0 4.0 1.0 -2.0 -3.0 -4.0 0.0 5.5 -0.0 0.0
-6.0 -4.0 11.0 4.0 2.0 -2.0 -3.0 -4.0 2.0 4.5 -1.0 1.0
-6.0 -2.0 13.0 4.0 3.0 -2.0 -2.0 -3.0 3.0 3.5 -1.5 1.5
-6.0 0.0 13.0 4.0 3.0 0.0 -2.0 -3.0 6.0 2.5 -3.0 3.0
-6.0 2.0 14.0 4.0 3.0 1.0 -2.0 -3.0 7.0 1.5 -3.5 3.5
-5.0 3.0 15.0 5.0 4.0 1.0 -0.0 -2.0 8.0 1.0 -4.0 4.0
-5.0 4.0 15.0 5.0 4.0 2.0 0.0 -0.0 9.0 0.5 -4.5 4.5
-5.0 4.0 15.0 5.0 4.0 2.0 1.0 -0.0 9.0 0.0 -4.5 4.5
-4.0 5.0 16.0 6.0 5.0 2.0 1.0 -0.0 10.0 0.0 -5.0 5.0
-4.0 6.0 16.0 6.0 5.0 2.0 2.0 -0.0 10.0 -0.5 -5.0 5.0
-4.0 6.0 17.0 6.0 5.0 3.0 2.0 1.0 11.0 -1.5 -5.5 5.5
-4.0 7.0 17.0 6.0 5.0 3.0 3.0 1.0 11.0 -2.0 -5.5 5.5
-3.0 9.0 17.0 6.0 6.0 4.0 3.0 1.0 12.0 -3.5 -6.0 6.0
-3.0 10.0 17.0 5.0 6.0 4.0 3.0 2.0 12.0 -4.5 -6.0 6.0
-3.0 11.0 17.0 5.0 6.0 5.0 4.0 3.0 12.0 -4.5 -6.0 6.0
-2.0 12.0 17.0 5.0 6.0 5.0 4.0 3.0 13.0 -5.0 -6.5 6.5
-0.0 13.0 14.0 4.0 6.0 6.0 4.0 3.0 13.0 -6.0 -6.5 6.5
1.0 15.0 12.0 2.0 5.0 6.0 4.0 4.0 13.0 -8.0 -6.5 6.5
1.0 15.0 11.0 1.0 4.0 6.0 5.0 4.0 13.0 -9.0 -6.5 6.5
2.0 15.0 9.0 -2.0 3.0 6.0 5.0 5.0 13.0 -9.0 -6.5 6.5
2.0 15.0 7.0 -3.0 2.0 6.0 6.0 6.0 14.0 -9.5 -7.0 7.0
2.0 15.0 5.0 -4.0 1.0 5.0 5.0 6.0 14.0 -9.5 -7.0 7.0
2.0 15.0 3.0 -6.0 0.0 4.0 4.0 5.0 13.0 -9.5 -6.5 6.5
3.0 15.0 2.0 -8.0 -3.0 2.0 3.0 4.0 12.0 -9.0 -6.0 6.0
3.0 14.0 0.0 -10.0 -4.0 1.0 2.0 4.0 12.0 -8.5 -6.0 6.0
4.0 13.0 -3.0 -11.0 -5.0 0.0 1.0 4.0 11.0 -8.5 -5.5 5.5
3.0 13.0 -3.0 -12.0 -6.0 -2.0 1.0 4.0 11.0 -8.0 -5.5 5.5
3.0 13.0 -3.0 -12.0 -7.0 -2.0 1.0 4.0 10.0 -8.0 -5.0 5.0
4.0 13.0 -3.0 -12.0 -8.0 -2.0 0.0 4.0 10.0 -8.5 -5.0 5.0
4.0 13.0 -3.0 -13.0 -8.0 -3.0 0.0 4.0 9.0 -8.5 -4.5 4.5
4.0 13.0 -4.0 -13.0 -9.0 -3.0 -2.0 4.0 9.0 -9.0 -4.5 4.5
5.0 13.0 -4.0 -13.0 -8.0 -3.0 -0.0 4.0 8.0 -8.5 -4.0 4.0
5.0 11.0 -3.0 -12.0 -8.0 -2.0 0.0 4.0 6.0 -8.0 -3.0 3.0
5.0 10.0 -2.0 -11.0 -7.0 -2.0 0.0 4.0 4.0 -7.0 -2.0 2.0
5.0 9.0 -2.0 -10.0 -6.0 -2.0 1.0 4.0 3.0 -6.0 -1.5 1.5
6.0 7.0 -0.0 -9.0 -6.0 0.0 1.0 4.0 1.0 -6.0 -0.5 0.5
5.0 6.0 -0.0 -8.0 -5.0 0.0 1.0 4.0 -1.0 -5.0 0.5 -0.5
4.0 4.0 0.0 -8.0 -5.0 -0.0 1.0 3.0 -2.0 -4.0 1.0 -1.0
3.0 2.0 1.0 -8.0 -6.0 -2.0 0.0 2.0 -2.0 -3.0 1.0 -1.0
2.0 -2.0 1.0 -8.0 -6.0 -2.0 -0.0 0.0 -4.0 -1.5 2.0 -2.0
1.0 -3.0 2.0 -8.0 -6.0 -3.0 -2.0 -2.0 -4.0 0.5 2.0 -2.0
0.0 -5.0 2.0 -9.0 -7.0 -5.0 -3.0 -3.0 -5.0 2.0 2.5 -2.5
-2.0 -7.0 1.0 -9.0 -8.0 -6.0 -6.0 -5.0 -5.0 4.0 2.5 -2.5
-3.0 -9.0 1.0 -10.0 -10.0 -8.0 -8.0 -6.0 -6.0 6.0 3.0 -3.0
-5.0 -11.0 1.0 -11.0 -11.0 -10.0 -10.0 -8.0 -7.0 8.0 3.5 -3.5
-6.0 -13.0 -0.0 -12.0 -12.0 -12.0 -12.0 -10.0 -8.0 9.5 4.0 -4.0
-6.0 -14.0 -2.0 -13.0 -14.0 -12.0 -13.0 -11.0 -8.0 10.0 4.0 -4.0
-7.0 -14.0 -2.0 -13.0 -14.0 -13.0 -13.0 -11.0 -8.0 10.5 4.0 -4.0
-7.0 -14.0 -2.0 -14.0 -15.0 -14.0 -14.0 -12.0 -8.0 11.0 4.0 -4.0
-8.0 -15.0 -2.0 -15.0 -16.0 -15.0 -14.0 -12.0 -9.0 11.5 4.5 -4.5
-8.0 -16.0 -3.0 -15.0 -17.0 -16.0 -15.0 -13.0 -9.0 12.0 4.5 -4.5
-8.0 -16.0 -3.0 -16.0 -17.0 -16.0 -15.0 -13.0 -9.0 12.5 4.5 -4.5
-8.0 -17.0 -3.0 -16.0 -17.0 -16.0 -15.0 -13.0 -10.0 12.5 5.0 -5.0
-8.0 -18.0 -3.0 -15.0 -17.0 -17.0 -16.0 -13.0 -10.0 12.5 5.0 -5.0
-8.0 -18.0 -3.0 -15.0 -17.0 -17.0 -16.0 -13.0 -11.0 13.0 5.5 -5.5
-7.0 -18.0 -3.0 -15.0 -17.0 -17.0 -16.0 -14.0 -11.0 13.0 5.5 -5.5
-8.0 -19.0 -3.0 -15.0 -17.0 -17.0 -16.0 -14.0 -12.0 13.5 6.0 -6.0
-8.0 -19.0 -3.0 -15.0 -17.0 -17.0 -16.0 -14.0 -12.0 13.5 6.0 -6.0
-8.0 -19.0 -3.0 -15.0 -17.0 -17.0 -16.0 -14.0 -12.0 13.5 6.0 -6.0
-8.0 -19.0 -3.0 -15.0 -17.0 -17.0 -16.0 -14.0 -12.0 14.0 6.0 -6.0
-8.0 -20.0 -3.0 -16.0 -17.0 -18.0 -17.0 -14.0 -12.0 14.5 6.0 -6.0
-9.0 -20.0 -3.0 -16.0 -17.0 -17.0 -17.0 -15.0 -12.0 15.0 6.0 -6.0
-9.0 -21.0 -3.0 -16.0 -17.0 -17.0 -17.0 -15.0 -13.0 15.0 6.5 -6.5
-9.0 -21.0 -2.0 -15.0 -17.0 -17.0 -17.0 -15.0 -13.0 15.5 6.5 -6.5
-9.0 -22.0 -2.0 -15.0 -17.0 -17.0 -17.0 -15.0 -13.0 15.5 6.5 -6.5
-10.0 -22.0 -2.0 -15.0 -17.0 -17.0 -17.0 -15.0 -13.0 16.0 6.5 -6.5
-9.0 -23.0 -2.0 -15.0 -17.0 -18.0 -17.0 -16.0 -13.0 16.0 6.5 -6.5
-9.0 -23.0 -2.0 -15.0 -17.0 -18.0 -17.0 -16.0 -13.0 16.0 6.5 -6.5
-9.0 -22.0 -2.0 -15.0 -17.0 -18.0 -17.0 -16.0 -13.0 16.0 6.5 -6.5
-9.0 -22.0 -2.0 -15.0 -17.0 -18.0 -18.0 -16.0 -13.0 16.0 6.5 -6.5
-9.0 -22.0 -2.0 -14.0 -17.0 -18.0 -18.0 -16.0 -13.0 16.0 6.5 -6.5
-9.0 -22.0 -2.0 -13.0 -17.0 -18.0 -18.0 -17.0 -13.0 15.5 6.5 -6.5
-9.0 -22.0 -2.0 -13.0 -16.0 -18.0 -18.0 -17.0 -13.0 16.0 6.5 -6.5
-9.0 -23.0 -0.0 -12.0 -16.0 -18.0 -18.0 -17.0 -14.0 16.0 7.0 -7.0
-9.0 -23.0 0.0 -12.0 -16.0 -18.0 -18.0 -17.0 -16.0 16.0 8.0 -8.0
-9.0 -24.0 1.0 -8.0 -14.0 -18.0 -18.0 -17.0 -16.0 15.5 8.0 -8.0
-6.0 -24.0 5.0 1.0 -8.0 -13.0 -16.0 -16.0 -19.0 14.5 9.5 -9.5
-4.0 -22.0 8.0 9.0 -0.0 -10.0 -13.0 -14.0 -20.0 13.0 10.0 -10.0
-2.0 -20.0 11.0 18.0 4.0 -5.0 -9.0 -14.0 -22.0 12.5 11.0 -11.0
2.0 -20.0 15.0 28.0 10.0 0.0 -6.0 -14.0 -24.0 10.0 12.0 -12.0
6.0 -20.0 19.0 38.0 24.0 8.0 0.0 -10.0 -26.0 6.5 13.0 -13.0
16.0 -10.0 23.0 53.0 44.0 30.0 20.0 4.0 -25.0 -3.0 12.5 -12.5
26.0 1.0 28.0 70.0 63.0 52.0 40.0 15.0 -24.0 -13.5 12.0 -12.0
37.0 11.0 29.0 87.0 82.0 74.0 62.0 28.0 -23.0 -24.0 11.5 -11.5
48.0 21.0 32.0 96.0 104.0 97.0 82.0 43.0 -23.0 -34.5 11.5 -11.5
59.0 34.0 34.0 102.0 125.0 119.0 103.0 57.0 -21.0 -46.5 10.5 -10.5
71.0 60.0 24.0 92.0 143.0 142.0 130.0 82.0 -9.0 -65.5 4.5 -4.5
85.0 85.0 11.0 74.0 158.0 170.0 156.0 107.0 3.0 -85.0 -1.5 1.5
95.0 110.0 -2.0 55.0 165.0 193.0 188.0 133.0 16.0 -103.5 -8.0 8.0
105.0 135.0 -15.0 36.0 172.0 220.0 218.0 158.0 28.0 -122.5 -14.0 14.0
109.0 156.0 -28.0 15.0 169.0 233.0 237.0 181.0 38.0 -137.5 -19.0 19.0
102.0 156.0 -46.0 -31.0 134.0 219.0 228.0 179.0 51.0 -131.0 -25.5 25.5
88.0 153.0 -68.0 -76.0 90.0 193.0 217.0 178.0 62.0 -124.5 -31.0 31.0
87.0 157.0 -91.0 -121.0 51.0 156.0 204.0 176.0 74.0 -125.0 -37.0 37.0
85.0 159.0 -111.0 -166.0 11.0 131.0 193.0 175.0 86.0 -122.0 -43.0 43.0
70.0 155.0 -121.0 -208.0 -28.0 102.0 175.0 168.0 94.0 -114.0 -47.0 47.0
45.0 133.0 -123.0 -223.0 -63.0 60.0 129.0 137.0 98.0 -89.0 -49.0 49.0
16.0 110.0 -120.0 -237.0 -98.0 18.0 82.0 106.0 100.0 -63.0 -50.0 50.0
-14.0 88.0 -120.0 -252.0 -133.0 -23.0 36.0 75.0 102.0 -37.0 -51.0 51.0
-44.0 65.0 -117.0 -264.0 -174.0 -63.0 -11.0 45.0 107.0 -10.5 -53.5 53.5
-62.0 46.0 -115.0 -274.0 -195.0 -100.0 -49.0 18.0 107.0 11.0 -53.5 53.5
-65.0 34.0 -111.0 -259.0 -188.0 -101.0 -55.0 7.0 96.0 15.5 -48.0 48.0
-62.0 23.0 -105.0 -242.0 -186.0 -102.0 -60.0 -4.0 84.0 20.0 -42.0 42.0
-60.0 10.0 -103.0 -222.0 -178.0 -107.0 -67.0 -16.0 72.0 26.0 -36.0 36.0
-60.0 -3.0 -101.0 -200.0 -177.0 -110.0 -78.0 -27.0 58.0 31.0 -29.0 29.0
-56.0 -11.0 -93.0 -178.0 -164.0 -110.0 -81.0 -35.0 44.0 34.0 -22.0 22.0
-50.0 -13.0 -81.0 -155.0 -146.0 -98.0 -74.0 -34.0 38.0 31.5 -19.0 19.0
-44.0 -14.0 -69.0 -132.0 -126.0 -86.0 -66.0 -32.0 31.0 28.5 -15.5 15.5
-37.0 -14.0 -56.0 -109.0 -106.0 -73.0 -59.0 -31.0 25.0 25.5 -12.5 12.5
-31.0 -15.0 -41.0 -86.0 -86.0 -63.0 -51.0 -29.0 19.0 22.5 -9.5 9.5
-25.0 -16.0 -29.0 -65.0 -72.0 -54.0 -45.0 -26.0 13.0 20.0 -6.5 6.5
-22.0 -16.0 -24.0 -57.0 -61.0 -51.0 -39.0 -25.0 9.0 19.5 -4.5 4.5
-19.0 -16.0 -20.0 -50.0 -50.0 -44.0 -35.0 -24.0 6.0 18.5 -3.0 3.0
-18.0 -17.0 -15.0 -39.0 -40.0 -36.0 -32.0 -22.0 2.0 17.0 -1.0 1.0
-16.0 -17.0 -10.0 -26.0 -32.0 -31.0 -28.0 -21.0 -1.0 16.5 0.5 -0.5
-13.0 -18.0 -7.0 -19.0 -25.0 -27.0 -25.0 -20.0 -5.0 16.0 2.5 -2.5
-12.0 -18.0 -5.0 -16.0 -23.0 -26.0 -24.0 -20.0 -6.0 15.0 3.0 -3.0
-12.0 -18.0 -4.0 -13.0 -21.0 -25.0 -24.0 -20.0 -8.0 15.0 4.0 -4.0
-11.0 -19.0 -3.0 -10.0 -19.0 -23.0 -23.0 -20.0 -9.0 14.5 4.5 -4.5
-10.0 -19.0 -2.0 -7.0 -18.0 -22.0 -22.0 -20.0 -10.0 14.5 5.0 -5.0
-10.0 -20.0 0.0 -5.0 -16.0 -22.0 -21.0 -20.0 -10.0 14.5 5.0 -5.0
-9.0 -20.0 1.0 -2.0 -15.0 -21.0 -21.0 -20.0 -11.0 14.5 5.5 -5.5
-9.0 -21.0 2.0 -0.0 -13.0 -20.0 -21.0 -20.0 -12.0 14.5 6.0 -6.0
-8.0 -21.0 3.0 1.0 -13.0 -18.0 -20.0 -19.0 -13.0 14.5 6.5 -6.5
-8.0 -21.0 4.0 2.0 -12.0 -17.0 -19.0 -19.0 -14.0 14.0 7.0 -7.0
-7.0 -21.0 4.0 3.0 -11.0 -17.0 -18.0 -19.0 -15.0 14.0 7.5 -7.5
-7.0 -21.0 4.0 4.0 -10.0 -16.0 -17.0 -18.0 -14.0 14.0 7.0 -7.0
-6.0 -20.0 5.0 5.0 -9.0 -16.0 -17.0 -18.0 -14.0 13.0 7.0 -7.0
-6.0 -20.0 5.0 5.0 -9.0 -16.0 -17.0 -18.0 -14.0 13.0 7.0 -7.0
-6.0 -20.0 5.0 6.0 -8.0 -16.0 -16.0 -18.0 -14.0 13.0 7.0 -7.0
-6.0 -20.0 6.0 7.0 -7.0 -16.0 -16.0 -18.0 -14.0 13.0 7.0 -7.0
-5.0 -20.0 7.0 8.0 -7.0 -15.0 -16.0 -17.0 -14.0 12.5 7.0 -7.0
-5.0 -20.0 7.0 8.0 -7.0 -15.0 -16.0 -17.0 -14.0 12.5 7.0 -7.0
-5.0 -20.0 7.0 9.0 -6.0 -14.0 -15.0 -17.0 -15.0 12.5 7.5 -7.5
-4.0 -20.0 7.0 9.0 -6.0 -14.0 -15.0 -17.0 -15.0 12.5 7.5 -7.5
-4.0 -19.0 7.0 10.0 -5.0 -13.0 -14.0 -17.0 -15.0 12.0 7.5 -7.5
-3.0 -19.0 8.0 10.0 -5.0 -13.0 -14.0 -17.0 -16.0 11.5 8.0 -8.0
-3.0 -19.0 8.0 11.0 -5.0 -13.0 -13.0 -17.0 -15.0 11.5 7.5 -7.5
-3.0 -18.0 8.0 11.0 -4.0 -12.0 -13.0 -17.0 -15.0 11.0 7.5 -7.5
-3.0 -18.0 8.0 11.0 -3.0 -12.0 -13.0 -17.0 -15.0 10.5 7.5 -7.5
-3.0 -17.0 8.0 12.0 -3.0 -11.0 -13.0 -17.0 -15.0 10.5 7.5 -7.5
-2.0 -17.0 9.0 14.0 -2.0 -11.0 -13.0 -16.0 -15.0 10.0 7.5 -7.5
-2.0 -17.0 9.0 15.0 0.0 -11.0 -13.0 -16.0 -15.0 9.5 7.5 -7.5
-2.0 -16.0 9.0 16.0 0.0 -10.0 -12.0 -16.0 -15.0 9.0 7.5 -7.5
-2.0 -16.0 9.0 16.0 1.0 -10.0 -12.0 -16.0 -15.0 9.0 7.5 -7.5
-2.0 -17.0 9.0 16.0 1.0 -9.0 -11.0 -16.0 -16.0 8.5 8.0 -8.0
-0.0 -17.0 9.0 17.0 2.0 -8.0 -11.0 -15.0 -16.0 8.5 8.0 -8.0
-0.0 -16.0 9.0 17.0 2.0 -8.0 -11.0 -15.0 -16.0 7.5 8.0 -8.0
-0.0 -15.0 9.0 18.0 3.0 -8.0 -11.0 -15.0 -15.0 7.5 7.5 -7.5
0.0 -15.0 9.0 19.0 3.0 -7.0 -11.0 -15.0 -15.0 7.5 7.5 -7.5
0.0 -15.0 9.0 19.0 4.0 -7.0 -11.0 -14.0 -15.0 7.5 7.5 -7.5
1.0 -15.0 9.0 20.0 5.0 -6.0 -10.0 -14.0 -15.0 7.0 7.5 -7.5
1.0 -14.0 9.0 21.0 5.0 -5.0 -10.0 -15.0 -15.0 7.0 7.5 -7.5
2.0 -14.0 10.0 22.0 6.0 -5.0 -10.0 -15.0 -16.0 6.5 8.0 -8.0
2.0 -14.0 10.0 23.0 7.0 -4.0 -10.0 -15.0 -16.0 6.0 8.0 -8.0
2.0 -14.0 10.0 24.0 8.0 -3.0 -9.0 -15.0 -16.0 5.5 8.0 -8.0
3.0 -13.0 10.0 25.0 9.0 -2.0 -9.0 -15.0 -16.0 5.0 8.0 -8.0
3.0 -13.0 10.0 25.0 10.0 -2.0 -8.0 -14.0 -16.0 5.0 8.0 -8.0
3.0 -12.0 10.0 27.0 11.0 -2.0 -8.0 -13.0 -16.0 4.5 8.0 -8.0
3.0 -12.0 10.0 29.0 11.0 -2.0 -8.0 -13.0 -16.0 4.0 8.0 -8.0
4.0 -11.0 9.0 30.0 12.0 -0.0 -7.0 -12.0 -16.0 3.5 8.0 -8.0
4.0 -11.0 10.0 31.0 13.0 -0.0 -7.0 -12.0 -15.0 3.5 7.5 -7.5
4.0 -11.0 10.0 32.0 14.0 -0.0 -7.0 -12.0 -16.0 3.0 8.0 -8.0
5.0 -11.0 10.0 33.0 15.0 -0.0 -7.0 -12.0 -17.0 3.5 8.5 -8.5
5.0 -11.0 10.0 35.0 17.0 0.0 -7.0 -12.0 -17.0 3.0 8.5 -8.5
5.0 -11.0 10.0 36.0 17.0 0.0 -6.0 -13.0 -17.0 2.0 8.5 -8.5
6.0 -11.0 11.0 37.0 18.0 1.0 -6.0 -12.0 -18.0 2.0 9.0 -9.0
6.0 -11.0 11.0 39.0 18.0 0.0 -6.0 -12.0 -17.0 2.0 8.5 -8.5
7.0 -11.0 12.0 40.0 19.0 1.0 -5.0 -11.0 -17.0 1.5 8.5 -8.5
7.0 -10.0 12.0 43.0 20.0 2.0 -5.0 -10.0 -16.0 1.5 8.0 -8.0
8.0 -10.0 13.0 45.0 21.0 2.0 -5.0 -9.0 -16.0 1.0 8.0 -8.0
8.0 -9.0 13.0 45.0 23.0 3.0 -5.0 -9.0 -16.0 1.0 8.0 -8.0
8.0 -9.0 13.0 47.0 24.0 2.0 -4.0 -9.0 -16.0 1.0 8.0 -8.0
8.0 -10.0 14.0 49.0 25.0 3.0 -4.0 -9.0 -15.0 0.5 7.5 -7.5
8.0 -10.0 14.0 51.0 26.0 3.0 -3.0 -9.0 -15.0 0.5 7.5 -7.5
8.0 -9.0 14.0 53.0 27.0 4.0 -3.0 -8.0 -17.0 -0.5 8.5 -8.5
9.0 -8.0 15.0 53.0 28.0 4.0 -2.0 -8.0 -16.0 -0.5 8.0 -8.0
9.0 -7.0 15.0 55.0 29.0 4.0 -2.0 -7.0 -16.0 -1.0 8.0 -8.0
9.0 -7.0 16.0 56.0 30.0 4.0 -2.0 -7.0 -15.0 -1.5 7.5 -7.5
9.0 -6.0 16.0 58.0 30.0 5.0 -2.0 -6.0 -15.0 -1.5 7.5 -7.5
9.0 -5.0 16.0 59.0 31.0 5.0 -0.0 -6.0 -15.0 -1.5 7.5 -7.5
10.0 -5.0 16.0 60.0 31.0 6.0 -2.0 -5.0 -15.0 -2.0 7.5 -7.5
10.0 -4.0 17.0 60.0 32.0 5.0 -2.0 -5.0 -15.0 -2.0 7.5 -7.5
10.0 -4.0 17.0 61.0 32.0 5.0 -0.0 -5.0 -14.0 -2.0 7.0 -7.0
10.0 -4.0 17.0 61.0 32.0 5.0 0.0 -5.0 -14.0 -3.0 7.0 -7.0
10.0 -4.0 17.0 61.0 32.0 6.0 -0.0 -5.0 -15.0 -3.5 7.5 -7.5
10.0 -3.0 18.0 62.0 31.0 6.0 0.0 -4.0 -14.0 -4.0 7.0 -7.0
10.0 -2.0 18.0 62.0 30.0 6.0 0.0 -5.0 -13.0 -4.5 6.5 -6.5
10.0 -0.0 18.0 61.0 29.0 6.0 -0.0 -5.0 -12.0 -4.5 6.0 -6.0
10.0 -0.0 18.0 61.0 28.0 5.0 -0.0 -5.0 -11.0 -5.0 5.5 -5.5
10.0 0.0 17.0 61.0 28.0 5.0 -0.0 -4.0 -11.0 -5.0 5.5 -5.5
10.0 1.0 18.0 60.0 27.0 4.0 -2.0 -4.0 -9.0 -5.0 4.5 -4.5
10.0 1.0 18.0 60.0 26.0 4.0 -2.0 -4.0 -9.0 -5.0 4.5 -4.5
9.0 1.0 18.0 60.0 25.0 4.0 -2.0 -4.0 -8.0 -5.0 4.0 -4.0
8.0 1.0 18.0 59.0 24.0 4.0 -3.0 -4.0 -7.0 -5.0 3.5 -3.5
8.0 2.0 18.0 58.0 23.0 3.0 -4.0 -5.0 -7.0 -5.0 3.5 -3.5
7.0 2.0 18.0 57.0 22.0 3.0 -4.0 -5.0 -6.0 -5.0 3.0 -3.0
7.0 2.0 18.0 55.0 22.0 2.0 -3.0 -5.0 -6.0 -4.5 3.0 -3.0
7.0 3.0 18.0 54.0 21.0 1.0 -4.0 -4.0 -5.0 -4.5 2.5 -2.5
7.0 3.0 18.0 53.0 20.0 1.0 -4.0 -4.0 -5.0 -5.5 2.5 -2.5
7.0 3.0 18.0 52.0 20.0 1.0 -4.0 -3.0 -5.0 -5.5 2.5 -2.5
7.0 4.0 17.0 50.0 19.0 1.0 -4.0 -3.0 -3.0 -5.5 1.5 -1.5
7.0 5.0 17.0 49.0 19.0 1.0 -3.0 -3.0 -3.0 -5.5 1.5 -1.5
7.0 5.0 17.0 47.0 19.0 1.0 -3.0 -3.0 -3.0 -5.5 1.5 -1.5
7.0 5.0 17.0 46.0 19.0 2.0 -2.0 -3.0 -3.0 -6.0 1.5 -1.5
7.0 5.0 17.0 45.0 19.0 1.0 -2.0 -2.0 -3.0 -6.0 1.5 -1.5
7.0 5.0 17.0 43.0 19.0 2.0 -0.0 -0.0 -1.0 -6.0 0.5 -0.5
7.0 5.0 17.0 42.0 19.0 2.0 0.0 -0.0 -1.0 -6.0 0.5 -0.5
6.0 6.0 17.0 39.0 19.0 2.0 1.0 1.0 -2.0 -6.5 1.0 -1.0
6.0 6.0 17.0 38.0 19.0 2.0 2.0 1.0 -2.0 -6.5 1.0 -1.0
6.0 6.0 16.0 37.0 18.0 2.0 2.0 2.0 -0.0 -6.5 0.0 -0.0
6.0 6.0 16.0 35.0 18.0 3.0 3.0 1.0 -0.0 -6.0 0.0 -0.0
6.0 6.0 15.0 33.0 18.0 5.0 3.0 1.0 0.0 -6.0 -0.0 0.0
6.0 6.0 15.0 31.0 17.0 5.0 3.0 2.0 -1.0 -6.0 0.5 -0.5
6.0 5.0 15.0 29.0 16.0 5.0 3.0 2.0 -1.0 -5.5 0.5 -0.5
6.0 5.0 15.0 28.0 16.0 5.0 4.0 1.0 -1.0 -5.5 0.5 -0.5
5.0 4.0 15.0 26.0 15.0 6.0 4.0 2.0 -1.0 -4.5 0.5 -0.5
5.0 4.0 14.0 24.0 14.0 6.0 4.0 2.0 -1.0 -4.5 0.5 -0.5
4.0 4.0 13.0 22.0 13.0 5.0 3.0 1.0 -2.0 -4.0 1.0 -1.0
4.0 3.0 13.0 20.0 11.0 5.0 3.0 1.0 -2.0 -3.5 1.0 -1.0
