I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
-7.5 -6.0 2.0 -1.5 -7.5 -3.5 -6.0 -9.0 3.5 6.5 -1.75 1.75
-8.0 -5.0 2.0 -1.5 -7.0 -3.5 -6.5 -9.0 3.0 7.0 -1.5 1.5
-8.5 -5.0 2.0 -2.5 -6.5 -3.5 -7.0 -10.0 3.0 7.0 -1.5 1.5
-9.0 -5.5 2.0 -2.0 -6.0 -4.0 -6.0 -10.5 3.0 6.75 -1.5 1.5
-9.0 -5.5 1.5 -2.5 -6.5 -4.5 -6.0 -11.0 3.5 7.0 -1.75 1.75
-9.0 -6.0 2.0 -3.5 -5.5 -4.5 -5.0 -11.0 4.5 7.0 -2.25 2.25
-8.0 -5.0 2.5 -3.0 -5.5 -3.5 -5.0 -10.5 4.5 7.0 -2.25 2.25
-9.0 -6.0 2.0 -3.0 -5.5 -3.0 -5.0 -10.0 4.0 7.25 -2.0 2.0
-10.0 -5.5 2.0 -2.5 -5.0 -2.0 -4.0 -10.0 4.0 8.0 -2.0 2.0
-11.0 -5.5 2.0 -1.0 -5.0 -1.0 -4.0 -9.5 5.0 8.5 -2.5 2.5
-10.5 -6.0 1.0 -1.0 -5.0 -1.0 -4.0 -10.0 5.5 7.5 -2.75 2.75
-11.0 -6.0 2.0 -0.0 -5.5 0.0 -3.5 -9.5 5.5 8.5 -2.75 2.75
-9.0 -6.0 2.5 -1.0 -4.5 0.0 -3.0 -9.0 5.0 8.0 -2.5 2.5
-8.0 -5.5 3.0 0.5 -4.0 -2.0 -2.0 -8.0 5.0 6.75 -2.5 2.5
-7.5 -3.5 3.5 0.5 -4.5 0.5 -2.5 -7.0 4.5 6.0 -2.25 2.25
-7.0 0.5 5.0 0.0 -4.0 0.5 0.5 -7.0 6.0 3.0 -3.0 3.0
-6.5 2.5 6.0 1.5 -2.0 1.5 2.0 -6.0 6.5 2.0 -3.25 3.25
-6.0 3.0 6.0 2.5 0.0 2.5 2.5 -5.0 7.5 1.25 -3.75 3.75
-6.0 5.0 7.0 4.0 -0.5 3.5 4.0 -4.0 8.0 -0.25 -4.0 4.0
-5.5 8.0 8.5 4.0 0.0 5.0 4.5 -4.0 9.0 -2.0 -4.5 4.5
-5.5 8.0 9.5 4.0 1.5 5.0 4.5 -4.0 10.0 -1.75 -5.0 5.0
-5.0 7.0 8.0 4.0 1.5 4.5 4.5 -4.0 9.5 -1.0 -4.75 4.75
-6.0 5.0 8.0 3.5 2.0 4.0 3.5 -4.0 9.0 0.25 -4.5 4.5
-5.5 3.0 8.0 3.0 2.0 4.0 2.0 -4.5 8.0 1.25 -4.0 4.0
-6.5 4.0 7.5 2.5 0.0 4.0 2.5 -6.0 6.5 1.25 -3.25 3.25
-6.0 4.0 7.0 2.0 0.5 4.5 2.5 -6.0 6.0 0.5 -3.0 3.0
-5.5 4.5 8.0 2.5 2.0 5.0 3.0 -4.5 7.0 -0.0 -3.5 3.5
-4.5 5.0 9.5 2.5 2.5 5.0 3.5 -3.5 8.0 -0.0 -4.0 4.0
-4.5 5.5 10.0 3.0 3.5 6.0 4.5 -3.0 8.5 -0.75 -4.25 4.25
-3.0 6.0 11.5 3.5 3.5 7.5 4.5 -2.0 9.5 -0.5 -4.75 4.75
-2.5 7.0 11.5 4.0 5.0 8.5 4.5 0.5 11.0 -1.75 -5.5 5.5
-3.0 9.5 12.0 5.5 5.5 9.0 6.0 1.5 13.5 -2.75 -6.75 6.75
-2.5 12.0 12.0 6.5 6.0 9.5 7.0 2.5 15.5 -5.0 -7.75 7.75
-2.5 14.0 12.0 7.0 6.5 10.5 8.0 3.5 16.0 -5.75 -8.0 8.0
-2.5 15.0 12.0 7.0 7.0 10.5 8.5 4.0 15.0 -5.75 -7.5 7.5
-2.0 16.0 10.0 7.5 6.0 11.0 9.5 5.0 14.5 -7.25 -7.25 7.25
-1.5 15.0 9.0 6.5 5.5 11.0 9.5 5.5 14.0 -7.25 -7.0 7.0
-1.0 14.0 7.0 5.5 5.0 10.5 10.5 5.5 13.5 -7.25 -6.75 6.75
0.5 13.0 4.0 4.0 5.0 10.5 10.0 5.0 12.0 -7.5 -6.0 6.0
0.5 13.5 1.0 3.5 5.0 10.0 10.5 5.0 11.5 -7.5 -5.75 5.75
1.0 13.0 -0.0 2.0 4.5 10.5 10.5 5.0 11.5 -6.5 -5.75 5.75
2.5 13.5 -0.0 1.0 3.0 9.0 10.0 4.5 11.0 -7.75 -5.5 5.5
3.5 12.0 -1.0 -1.0 2.0 7.0 9.5 4.5 10.0 -8.0 -5.0 5.0
5.0 13.0 -2.5 -2.5 1.5 6.0 8.5 4.0 8.5 -9.5 -4.25 4.25
5.5 13.5 -2.0 -3.5 0.5 5.0 8.5 3.5 7.5 -10.25 -3.75 3.75
7.0 13.0 -2.0 -4.5 -2.5 3.5 7.0 2.5 5.5 -9.75 -2.75 2.75
6.5 12.5 -3.0 -5.5 -3.5 3.5 6.0 3.0 5.0 -8.75 -2.5 2.5
6.5 12.0 -4.5 -6.0 -4.5 3.0 5.5 2.5 5.0 -9.0 -2.5 2.5
8.0 11.5 -6.0 -6.5 -5.0 3.0 5.0 2.0 5.0 -9.75 -2.5 2.5
8.0 10.0 -7.0 -7.5 -5.0 3.0 5.0 2.0 3.5 -8.5 -1.75 1.75
7.0 9.0 -7.5 -8.0 -5.0 3.0 4.5 2.5 3.0 -8.0 -1.5 1.5
6.0 8.5 -7.5 -8.5 -5.5 3.0 3.0 2.0 3.5 -7.5 -1.75 1.75
6.0 8.5 -7.5 -8.0 -6.0 3.0 3.0 1.5 4.0 -7.0 -2.0 2.0
5.0 7.5 -7.0 -8.0 -6.0 2.5 3.0 0.5 4.5 -6.25 -2.25 2.25
4.0 7.0 -7.0 -8.5 -6.0 2.0 3.5 -1.0 5.0 -4.75 -2.5 2.5
3.0 4.5 -7.5 -9.5 -7.0 1.0 2.5 -2.5 5.0 -3.25 -2.5 2.5
0.5 3.5 -7.5 -10.5 -7.5 0.0 1.5 -2.5 5.5 -2.0 -2.75 2.75
-2.0 3.0 -7.5 -11.0 -7.5 -1.5 0.5 -3.5 4.5 -0.5 -2.25 2.25
-3.5 1.0 -7.5 -10.5 -8.0 -2.5 -1.0 -4.0 3.0 2.5 -1.5 1.5
-6.5 0.5 -6.5 -11.0 -8.5 -2.5 -2.0 -5.0 3.0 4.75 -1.5 1.5
-7.0 -1.0 -6.5 -11.5 -9.5 -2.5 -2.5 -6.0 3.0 5.5 -1.5 1.5
-7.5 -4.0 -6.5 -12.0 -9.5 -3.5 -3.5 -7.0 3.0 5.5 -1.5 1.5
-8.5 -5.0 -6.0 -13.0 -10.0 -4.5 -5.0 -8.0 2.5 6.25 -1.25 1.25
-8.0 -6.5 -6.0 -13.5 -10.5 -5.5 -6.0 -9.0 2.0 6.75 -1.0 1.0
-8.5 -6.0 -6.5 -14.5 -11.0 -6.0 -7.0 -9.5 1.0 6.75 -0.5 0.5
-8.0 -7.0 -6.0 -15.0 -11.5 -6.5 -8.0 -10.5 0.5 7.25 -0.25 0.25
-8.5 -9.0 -6.0 -15.0 -12.0 -6.5 -8.5 -10.5 1.0 8.0 -0.5 0.5
-10.0 -10.5 -5.0 -15.0 -12.0 -6.0 -8.5 -11.0 1.0 9.75 -0.5 0.5
-11.0 -11.0 -4.5 -15.0 -12.0 -6.0 -8.5 -12.0 0.5 10.75 -0.25 0.25
-11.5 -12.0 -4.5 -15.0 -12.0 -6.5 -8.5 -13.0 0.0 11.5 -0.0 0.0
-12.5 -14.0 -5.5 -14.0 -12.5 -7.0 -9.0 -14.0 -0.0 13.0 0.0 -0.0
-13.5 -13.5 -5.0 -14.5 -13.5 -7.5 -10.0 -14.5 -0.0 14.75 0.0 -0.0
-13.0 -14.0 -4.5 -15.0 -13.5 -8.5 -11.0 -15.5 0.5 14.75 -0.25 0.25
-14.0 -14.5 -4.0 -15.5 -13.5 -9.0 -10.5 -15.5 -0.5 15.5 0.25 -0.25
-14.5 -15.0 -4.5 -15.0 -13.5 -10.0 -10.0 -15.5 -0.5 15.5 0.25 -0.25
-14.0 -15.0 -4.0 -14.0 -13.5 -11.0 -10.5 -15.5 -1.0 14.5 0.5 -0.5
-13.5 -15.0 -1.0 -11.5 -13.0 -11.0 -10.0 -15.5 -1.5 14.25 0.75 -0.75
-12.5 -15.5 -0.0 -11.5 -12.5 -10.5 -10.5 -16.0 -1.5 14.5 0.75 -0.75
-12.0 -16.0 1.5 -10.5 -12.0 -10.0 -10.5 -17.5 -1.5 14.75 0.75 -0.75
-12.5 -16.5 2.5 -10.0 -11.5 -10.0 -11.0 -19.5 -1.5 14.5 0.75 -0.75
-12.5 -15.5 7.0 -1.0 -4.5 -6.5 -12.0 -20.5 -1.5 15.25 0.75 -0.75
-15.0 -19.0 13.5 9.5 5.0 -3.5 -12.5 -21.5 -2.5 16.75 1.25 -1.25
-16.5 -22.0 20.0 20.0 13.0 1.5 -13.0 -22.5 -3.0 18.5 1.5 -1.5
-18.5 -23.5 27.5 30.5 20.5 7.0 -13.5 -24.0 -3.5 20.5 1.75 -1.75
-19.5 -26.0 34.5 42.0 29.0 10.5 -11.5 -25.0 -5.0 22.75 2.5 -2.5
-17.5 -27.0 44.0 61.0 43.0 24.0 -3.0 -19.0 -7.5 22.0 3.75 -3.75
-12.0 -24.5 53.0 80.0 62.5 45.5 17.0 -6.5 -11.5 18.0 5.75 -5.75
-6.5 -20.5 62.5 100.0 81.5 66.5 37.5 8.0 -15.5 14.25 7.75 -7.75
0.5 -17.0 71.5 119.5 102.0 89.0 59.5 21.5 -19.5 8.25 9.75 -9.75
8.0 -14.0 79.5 139.0 121.5 112.0 80.0 36.5 -23.0 2.75 11.5 -11.5
18.5 -8.0 84.5 159.0 142.5 140.0 108.5 58.5 -28.0 -5.25 14.0 -14.0
33.0 1.0 85.5 179.0 163.0 172.5 145.0 88.5 -33.0 -16.5 16.5 -16.5
47.5 10.0 87.0 196.0 184.5 203.5 182.5 117.0 -38.5 -28.75 19.25 -19.25
62.0 18.0 90.0 215.5 205.5 236.0 219.0 146.0 -44.0 -41.0 22.0 -22.0
76.5 25.5 91.0 228.0 229.0 269.5 257.5 176.0 -48.5 -52.0 24.25 -24.25
89.0 39.5 79.5 218.5 216.5 286.5 284.5 200.5 -46.0 -64.75 23.0 -23.0
98.5 57.0 58.5 190.0 203.5 280.0 298.5 224.0 -41.0 -77.75 20.5 -20.5
105.0 73.5 34.0 157.5 185.5 276.0 308.0 247.0 -31.0 -90.5 15.5 -15.5
113.0 90.0 11.0 126.5 167.5 275.5 321.0 259.0 -24.0 -100.25 12.0 -12.0
121.0 106.5 -13.0 94.5 149.0 260.0 324.5 268.0 -19.0 -112.0 9.5 -9.5
113.0 107.5 -34.5 49.5 106.5 216.0 284.5 247.5 -6.0 -109.25 3.0 -3.0
96.5 100.0 -54.0 -11.5 46.5 147.0 210.0 211.0 7.0 -98.0 -3.5 3.5
74.5 93.5 -72.5 -72.5 -14.0 70.5 134.0 160.0 22.5 -86.75 -11.25 11.25
51.0 91.5 -91.0 -135.5 -74.5 -5.5 61.5 111.0 37.0 -73.75 -18.5 18.5
28.5 86.0 -108.5 -197.5 -137.0 -83.0 -12.0 62.5 51.0 -59.25 -25.5 25.5
15.5 74.5 -119.5 -237.0 -178.0 -136.0 -55.5 25.5 50.5 -46.25 -25.25 25.25
10.0 61.5 -128.5 -242.5 -188.5 -149.0 -71.5 7.0 41.5 -35.75 -20.75 20.75
4.0 48.5 -141.0 -246.5 -199.0 -163.5 -89.5 -9.0 34.5 -25.25 -17.25 17.25
1.5 34.0 -148.0 -254.5 -213.0 -179.5 -111.5 -28.0 30.5 -13.5 -15.25 15.25
-3.0 21.0 -156.5 -253.5 -222.5 -189.5 -128.5 -48.0 22.0 -3.75 -11.0 11.0
-6.0 10.5 -147.5 -238.0 -215.5 -184.0 -131.0 -54.0 16.0 1.5 -8.0 8.0
-7.5 4.0 -131.0 -214.0 -194.5 -167.5 -120.0 -54.5 11.0 4.0 -5.5 5.5
-11.0 -4.0 -112.5 -186.0 -172.5 -149.0 -110.5 -54.0 4.0 7.75 -2.0 2.0
-12.0 -10.5 -96.0 -158.5 -150.0 -132.5 -101.0 -55.0 -2.0 12.75 1.0 -1.0
-12.5 -17.5 -78.0 -131.0 -127.5 -114.0 -91.5 -51.5 -5.0 15.0 2.5 -2.5
-11.0 -19.0 -66.0 -110.5 -108.5 -97.0 -79.5 -47.0 -8.0 15.0 4.0 -4.0
-9.5 -18.5 -55.5 -92.5 -92.5 -81.0 -67.0 -39.5 -7.5 15.5 3.75 -3.75
-9.5 -16.0 -43.0 -70.5 -75.5 -65.0 -56.0 -34.0 -6.0 13.75 3.0 -3.0
-10.0 -13.5 -31.0 -52.5 -59.0 -50.5 -45.5 -29.0 -5.0 12.0 2.5 -2.5
-10.5 -11.0 -19.5 -38.0 -44.0 -35.0 -33.0 -23.5 -4.5 10.75 2.25 -2.25
-8.5 -9.5 -15.0 -27.0 -37.0 -29.0 -28.0 -20.5 -4.5 10.25 2.25 -2.25
-9.0 -10.0 -13.0 -21.0 -35.0 -27.0 -26.0 -19.0 -4.0 10.25 2.0 -2.0
-9.5 -9.5 -11.0 -17.5 -32.5 -25.0 -23.0 -16.0 -2.0 9.75 1.0 -1.0
-11.0 -9.5 -9.0 -14.5 -27.0 -22.5 -21.0 -15.0 0.5 10.0 -0.25 0.25
-13.0 -10.0 -7.5 -10.0 -24.0 -21.0 -19.0 -14.5 2.0 10.0 -1.0 1.0
-12.5 -11.0 -6.5 -7.0 -22.0 -20.5 -18.5 -14.5 2.0 10.75 -1.0 1.0
-13.0 -11.0 -6.0 -5.0 -20.0 -19.5 -19.0 -15.0 2.5 11.0 -1.25 1.25
-12.0 -9.5 -6.0 -3.0 -19.0 -19.0 -20.5 -15.5 1.5 11.0 -0.75 0.75
-13.0 -8.5 -5.0 0.5 -18.5 -18.0 -20.5 -16.0 2.0 10.75 -1.0 1.0
-12.5 -8.5 -4.0 3.5 -16.5 -17.5 -20.5 -16.5 1.0 9.75 -0.5 0.5
-11.5 -8.0 -3.0 6.0 -14.5 -16.5 -20.0 -16.5 1.0 9.0 -0.5 0.5
-11.5 -8.0 -2.5 6.5 -13.5 -15.5 -19.0 -16.0 1.0 9.5 -0.5 0.5
-12.0 -8.0 -2.0 6.0 -12.0 -14.5 -18.5 -15.5 0.5 10.25 -0.25 0.25
-12.0 -8.5 -2.0 5.5 -11.0 -14.0 -17.0 -15.0 1.5 10.5 -0.75 0.75
-12.0 -9.0 0.0 5.0 -10.0 -13.0 -16.5 -14.5 0.5 11.0 -0.25 0.25
-11.5 -10.0 0.0 4.0 -9.5 -12.0 -16.0 -14.0 1.0 10.75 -0.5 0.5
-12.5 -10.5 1.0 4.5 -9.0 -12.0 -16.0 -14.0 1.5 10.25 -0.75 0.75
-11.5 -10.0 1.5 4.5 -8.5 -11.5 -16.0 -14.5 2.0 11.25 -1.0 1.0
-11.5 -10.0 2.0 5.0 -8.5 -11.5 -16.0 -14.0 1.0 11.75 -0.5 0.5
-13.0 -10.5 2.5 5.5 -8.5 -11.5 -16.0 -14.0 0.5 11.5 -0.25 0.25
-12.5 -10.5 3.0 7.0 -8.5 -11.0 -16.0 -13.5 0.5 11.75 -0.25 0.25
-10.5 -11.0 3.0 8.0 -7.5 -10.0 -16.5 -14.0 -1.0 10.5 0.5 -0.5
-10.5 -11.5 3.0 8.5 -7.0 -9.5 -16.0 -13.5 -1.0 10.75 0.5 -0.5
-9.5 -11.5 3.0 8.5 -6.5 -9.0 -15.0 -14.0 -1.5 11.25 0.75 -0.75
-8.5 -11.5 2.5 8.5 -6.0 -9.0 -15.0 -14.0 -2.0 11.0 1.0 -1.0
-9.0 -12.0 2.5 9.0 -5.5 -8.0 -14.5 -13.0 -2.0 10.75 1.0 -1.0
-9.0 -11.0 3.0 9.0 -5.5 -7.5 -14.5 -12.5 -2.0 10.25 1.0 -1.0
-8.5 -9.5 3.5 8.0 -5.0 -7.5 -14.0 -11.5 -1.0 8.75 0.5 -0.5
-8.5 -9.0 3.0 7.5 -4.5 -8.0 -14.0 -11.0 -1.5 8.25 0.75 -0.75
-9.0 -9.0 3.5 8.5 -3.5 -8.0 -14.0 -11.0 -0.5 9.5 0.25 -0.25
-8.5 -9.5 4.5 9.5 -3.0 -8.0 -13.0 -9.5 -1.0 9.75 0.5 -0.5
-9.0 -9.5 4.5 10.0 -3.0 -7.0 -12.0 -9.0 -1.0 9.75 0.5 -0.5
-9.0 -9.5 4.0 10.5 -3.0 -6.0 -12.0 -8.0 -2.0 9.5 1.0 -1.0
-8.5 -11.0 2.5 10.5 -3.0 -6.0 -11.0 -6.5 -1.5 9.25 0.75 -0.75
-7.5 -10.0 2.5 10.0 -3.0 -5.0 -11.0 -6.0 -2.5 8.5 1.25 -1.25
-6.5 -9.0 2.5 9.5 -2.5 -4.5 -10.5 -5.0 -3.0 7.75 1.5 -1.5
-7.0 -8.5 3.0 10.0 0.0 -4.5 -10.0 -5.5 -2.0 7.75 1.0 -1.0
-7.0 -8.0 3.5 10.5 1.0 -4.5 -10.0 -5.5 -1.0 7.25 0.5 -0.5
-6.5 -7.5 3.5 11.0 1.5 -4.5 -11.0 -6.0 -0.5 7.25 0.25 -0.25
-6.5 -7.0 3.0 11.0 3.0 -4.5 -11.5 -6.5 0.0 6.75 -0.0 0.0
-6.5 -6.5 4.0 11.5 4.0 -3.5 -12.0 -7.5 0.5 6.5 -0.25 0.25
-5.0 -6.5 4.0 12.0 3.5 -3.5 -11.0 -7.0 0.5 6.0 -0.25 0.25
-5.0 -5.5 3.5 13.0 2.5 -3.5 -10.5 -6.5 -0.0 5.25 0.0 -0.0
-6.0 -6.5 3.0 13.5 2.0 -3.5 -10.0 -6.0 -0.5 6.0 0.25 -0.25
-5.5 -7.5 2.0 13.5 2.0 -2.0 -9.5 -5.5 -1.5 6.0 0.75 -0.75
-5.5 -8.0 2.0 13.0 2.0 -2.5 -9.5 -5.0 -3.0 6.25 1.5 -1.5
-6.5 -8.0 2.5 12.5 2.5 -2.5 -9.5 -4.5 -3.0 7.0 1.5 -1.5
-7.0 -8.0 2.0 12.5 2.5 -3.0 -9.5 -4.0 -4.0 7.25 2.0 -2.0
-7.0 -8.0 2.5 12.5 3.5 -2.5 -9.0 -4.0 -4.0 7.5 2.0 -2.0
-7.0 -8.0 3.0 13.0 4.0 -3.0 -9.0 -4.0 -3.5 8.0 1.75 -1.75
-7.0 -8.5 3.0 13.5 5.0 -2.5 -8.5 -2.5 -4.0 7.5 2.0 -2.0
-6.5 -8.0 3.0 14.0 5.0 -2.5 -8.5 -2.5 -4.0 7.5 2.0 -2.0
-5.5 -8.0 2.5 13.5 5.0 -1.5 -8.5 -2.5 -3.5 7.25 1.75 -1.75
-6.5 -8.5 2.0 13.0 4.5 -1.5 -9.5 -3.5 -2.5 7.5 1.25 -1.25
-6.5 -9.5 2.0 12.5 4.5 -2.5 -9.5 -3.5 -2.5 7.25 1.25 -1.25
-6.0 -9.5 1.5 12.0 4.5 -2.0 -9.5 -3.5 -4.0 7.5 2.0 -2.0
-4.5 -8.5 1.5 12.0 4.5 0.0 -9.0 -3.0 -3.0 6.75 1.5 -1.5
-3.5 -7.5 1.0 12.0 4.5 1.0 -8.5 -2.5 -3.0 6.0 1.5 -1.5
-4.0 -7.0 1.0 12.0 5.0 2.0 -8.0 -2.0 -4.5 4.75 2.25 -2.25
-4.0 -6.5 1.0 12.0 5.0 2.0 -7.5 -2.0 -4.0 4.0 2.0 -2.0
-3.0 -6.0 2.0 12.5 6.0 2.0 -6.5 -0.0 -4.0 3.75 2.0 -2.0
-2.5 -5.5 2.0 12.5 6.5 2.5 -7.0 1.0 -4.0 3.75 2.0 -2.0
-1.0 -5.5 2.0 12.5 7.0 3.5 -7.0 0.5 -4.0 3.25 2.0 -2.0
1.0 -5.5 1.5 12.5 8.0 3.0 -6.5 1.0 -5.5 2.75 2.75 -2.75
1.5 -6.0 2.0 13.0 8.5 2.5 -6.5 2.0 -6.5 2.5 3.25 -3.25
1.0 -6.5 2.0 13.5 9.5 1.5 -5.5 2.0 -6.5 1.75 3.25 -3.25
1.5 -4.5 2.0 13.5 8.5 1.5 -4.5 2.5 -5.0 0.75 2.5 -2.5
1.5 -4.0 2.0 13.5 8.0 2.0 -3.5 3.5 -4.5 1.5 2.25 -2.25
1.5 -4.5 1.5 14.5 8.5 2.5 -3.5 4.0 -4.5 3.0 2.25 -2.25
2.0 -5.0 1.0 15.0 8.5 3.0 -3.0 4.5 -5.0 2.75 2.5 -2.5
2.0 -5.5 1.5 15.0 8.5 3.5 -3.0 4.5 -6.0 2.0 3.0 -3.0
3.5 -4.0 1.0 14.5 9.0 3.5 -4.0 4.0 -6.5 0.5 3.25 -3.25
4.0 -3.5 -0.5 15.0 9.0 4.5 -4.5 3.5 -8.0 -0.0 4.0 -4.0
5.0 -2.5 -1.5 16.0 9.5 5.0 -5.5 3.5 -8.0 -1.25 4.0 -4.0
4.5 -1.0 -1.5 17.0 10.0 5.0 -4.5 4.0 -8.5 -2.75 4.25 -4.25
5.5 0.5 -1.5 17.5 10.5 5.0 -4.0 4.5 -8.5 -4.75 4.25 -4.25
6.5 1.5 -1.5 17.0 11.0 5.5 -3.5 6.0 -8.5 -4.5 4.25 -4.25
7.0 1.0 -1.5 16.5 11.5 6.0 -2.0 6.5 -7.0 -4.25 3.5 -3.5
8.0 2.0 -1.0 17.0 12.5 7.0 0.5 6.5 -8.0 -5.0 4.0 -4.0
8.0 2.0 -1.0 18.5 13.0 7.5 1.5 7.0 -7.5 -5.5 3.75 -3.75
8.5 2.0 0.0 18.5 13.0 8.0 2.5 7.5 -7.5 -6.25 3.75 -3.75
9.0 2.0 -0.5 18.5 13.0 8.0 2.5 8.0 -7.0 -6.0 3.5 -3.5
9.0 2.0 -1.5 18.5 13.0 8.5 3.0 9.0 -7.0 -5.75 3.5 -3.5
9.0 2.5 -2.0 18.5 13.0 8.0 3.0 9.5 -6.5 -5.5 3.25 -3.25
9.5 2.5 -2.5 18.5 13.0 8.0 3.5 10.0 -6.0 -6.0 3.0 -3.0
10.5 3.0 -4.0 19.5 13.0 8.5 4.5 11.0 -7.0 -6.5 3.5 -3.5
12.0 3.5 -4.5 19.0 13.0 8.5 4.0 12.0 -7.0 -7.5 3.5 -3.5
12.5 3.5 -4.0 19.5 13.5 9.0 3.0 12.0 -8.0 -7.5 4.0 -4.0
13.0 3.5 -4.0 19.5 14.0 10.0 2.5 12.0 -8.5 -7.75 4.25 -4.25
13.5 4.0 -4.0 19.5 14.5 10.0 2.0 12.0 -8.5 -9.0 4.25 -4.25
14.0 3.0 -3.5 20.5 14.5 9.0 1.5 12.0 -9.5 -8.75 4.75 -4.75
14.0 3.5 -5.0 20.5 14.5 9.5 1.5 12.0 -9.5 -8.5 4.75 -4.75
14.0 3.0 -5.0 20.0 15.0 9.0 1.5 12.5 -10.5 -8.5 5.25 -5.25
15.0 3.5 -4.5 20.5 15.0 8.5 2.5 12.5 -10.5 -9.0 5.25 -5.25
15.0 4.0 -6.0 21.0 16.0 8.0 2.5 12.5 -10.5 -9.0 5.25 -5.25
14.5 3.5 -6.5 21.5 16.0 8.0 3.0 14.0 -10.5 -8.75 5.25 -5.25
15.5 3.5 -6.5 20.0 15.0 8.0 2.0 13.5 -12.0 -9.0 6.0 -6.0
15.5 4.0 -6.5 19.5 13.5 8.5 1.5 12.5 -13.0 -9.5 6.5 -6.5
15.0 5.0 -7.5 19.0 12.5 7.5 0.5 12.5 -12.5 -10.0 6.25 -6.25
15.5 5.0 -8.5 18.5 12.0 6.5 0.0 13.0 -12.0 -10.25 6.0 -6.0
15.5 5.0 -9.0 18.5 10.5 6.0 0.5 12.5 -12.0 -11.25 6.0 -6.0
16.0 6.0 -9.0 18.5 10.5 6.0 0.5 12.0 -11.5 -12.0 5.75 -5.75
17.5 7.0 -9.0 18.5 11.0 6.0 0.5 12.0 -11.5 -13.0 5.75 -5.75
18.5 8.5 -8.5 17.5 12.0 6.0 0.5 11.5 -12.0 -13.0 6.0 -6.0
19.0 9.5 -8.0 17.5 12.0 6.0 0.5 11.5 -11.5 -13.25 5.75 -5.75
19.0 10.5 -7.5 17.0 12.5 6.0 1.5 12.5 -11.5 -14.25 5.75 -5.75
18.5 9.5 -8.0 16.5 11.5 5.0 0.5 12.5 -12.0 -13.75 6.0 -6.0
19.5 7.0 -9.0 16.0 10.0 4.0 -0.0 12.0 -12.0 -12.75 6.0 -6.0
19.5 6.5 -9.5 15.5 8.5 4.0 -1.5 11.5 -12.5 -13.5 6.25 -6.25
20.0 7.5 -9.5 13.5 7.0 3.5 -2.0 11.5 -12.5 -13.75 6.25 -6.25
