I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
-2.0 -8.0 1.0 -17.0 -22.0 -25.0 -21.0 -16.0 -5.0 4.5 2.5 -2.5
-7.0 -7.0 3.0 -13.0 -18.0 -21.0 -14.0 -13.0 -3.0 6.5 1.5 -1.5
-12.0 -6.0 4.0 -14.0 -18.0 -23.0 -18.0 -17.0 9.0 10.5 -4.5 4.5
-9.0 -6.0 2.0 -16.0 -21.0 -23.0 -18.0 -14.0 4.0 7.0 -2.0 2.0
-5.0 -7.0 2.0 -16.0 -21.0 -22.0 -13.0 -15.0 3.0 5.0 -1.5 1.5
-9.0 -4.0 2.0 -16.0 -20.0 -21.0 -17.0 -17.0 2.0 4.5 -1.0 1.0
-1.0 -5.0 -0.0 -18.0 -23.0 -26.0 -15.0 -16.0 2.0 4.5 -1.0 1.0
6.0 -0.0 -0.0 -18.0 -24.0 -26.0 -18.0 -17.0 -6.0 -4.5 3.0 -3.0
3.0 -1.0 0.0 -17.0 -22.0 -23.0 -18.0 -15.0 -3.0 -2.0 1.5 -1.5
-1.0 -4.0 -0.0 -18.0 -21.0 -24.0 -15.0 -15.0 3.0 -0.0 -1.5 1.5
1.0 1.0 -2.0 -17.0 -19.0 -22.0 -14.0 -12.0 3.0 -2.5 -1.5 1.5
2.0 3.0 -2.0 -15.0 -12.0 -17.0 -12.0 -8.0 -0.0 -3.0 0.0 -0.0
-1.0 0.0 -2.0 -13.0 -16.0 -18.0 -14.0 -9.0 5.0 -0.0 -2.5 2.5
-0.0 -4.0 -5.0 -17.0 -18.0 -19.0 -16.0 -10.0 1.0 0.5 -0.5 0.5
-3.0 -2.0 -5.0 -17.0 -18.0 -19.0 -13.0 -8.0 -2.0 1.5 1.0 -1.0
-4.0 -2.0 -6.0 -18.0 -19.0 -21.0 -15.0 -11.0 2.0 3.0 -1.0 1.0
-2.0 -5.0 -7.0 -19.0 -21.0 -23.0 -14.0 -13.0 -3.0 4.0 1.5 -1.5
9.0 -2.0 -6.0 -19.0 -19.0 -22.0 -13.0 -13.0 -12.0 -3.0 6.0 -6.0
6.0 -2.0 -3.0 -17.0 -19.0 -21.0 -14.0 -12.0 -5.0 -1.5 2.5 -2.5
4.0 -3.0 -3.0 -17.0 -21.0 -22.0 -16.0 -12.0 0.0 -0.5 -0.0 0.0
4.0 -5.0 -4.0 -20.0 -22.0 -23.0 -13.0 -11.0 -7.0 1.5 3.5 -3.5
3.0 -5.0 -2.0 -17.0 -18.0 -18.0 -13.0 -11.0 -9.0 2.5 4.5 -4.5
-9.0 -9.0 -1.0 -17.0 -21.0 -19.0 -14.0 -14.0 3.0 9.0 -1.5 1.5
-3.0 -11.0 -4.0 -19.0 -25.0 -24.0 -16.0 -14.0 -6.0 7.0 3.0 -3.0
-4.0 -10.0 -5.0 -18.0 -25.0 -21.0 -12.0 -13.0 -7.0 3.5 3.5 -3.5
-7.0 -12.0 -5.0 -21.0 -25.0 -22.0 -17.0 -15.0 -6.0 7.5 3.0 -3.0
-3.0 -17.0 -11.0 -22.0 -28.0 -29.0 -19.0 -19.0 -12.0 9.5 6.0 -6.0
10.0 -14.0 -13.0 -23.0 -31.0 -30.0 -18.0 -20.0 -19.0 2.0 9.5 -9.5
3.0 -15.0 -10.0 -24.0 -29.0 -28.0 -16.0 -17.0 -18.0 6.0 9.0 -9.0
1.0 -16.0 -9.0 -26.0 -30.0 -28.0 -19.0 -15.0 -14.0 6.0 7.0 -7.0
2.0 -12.0 -11.0 -27.0 -30.0 -27.0 -20.0 -17.0 -14.0 4.0 7.0 -7.0
3.0 -13.0 -6.0 -24.0 -25.0 -24.0 -16.0 -13.0 -16.0 4.0 8.0 -8.0
-12.0 -16.0 -7.0 -23.0 -26.0 -24.0 -21.0 -16.0 -11.0 10.0 5.5 -5.5
-7.0 -12.0 -8.0 -24.0 -33.0 -27.0 -18.0 -14.0 -10.0 8.5 5.0 -5.0
-9.0 -13.0 -8.0 -24.0 -30.0 -30.0 -18.0 -17.0 -11.0 11.5 5.5 -5.5
-10.0 -15.0 -8.0 -24.0 -28.0 -27.0 -18.0 -19.0 -3.0 10.0 1.5 -1.5
-11.0 -15.0 -7.0 -23.0 -34.0 -30.0 -20.0 -18.0 -7.0 13.0 3.5 -3.5
-2.0 -14.0 -6.0 -25.0 -31.0 -32.0 -23.0 -19.0 -11.0 9.0 5.5 -5.5
-8.0 -15.0 -5.0 -24.0 -27.0 -29.0 -23.0 -23.0 -7.0 12.0 3.5 -3.5
-8.0 -18.0 -4.0 -24.0 -29.0 -30.0 -23.0 -24.0 -10.0 13.0 5.0 -5.0
-5.0 -17.0 -3.0 -24.0 -28.0 -29.0 -22.0 -21.0 -11.0 12.0 5.5 -5.5
-7.0 -19.0 -1.0 -25.0 -25.0 -26.0 -18.0 -18.0 -9.0 13.0 4.5 -4.5
-17.0 -22.0 -1.0 -25.0 -28.0 -30.0 -20.0 -20.0 -10.0 22.5 5.0 -5.0
-11.0 -20.0 -5.0 -27.0 -33.0 -32.0 -24.0 -20.0 -11.0 14.5 5.5 -5.5
-9.0 -22.0 -4.0 -28.0 -35.0 -32.0 -25.0 -19.0 -8.0 15.0 4.0 -4.0
-15.0 -23.0 -7.0 -28.0 -37.0 -34.0 -22.0 -20.0 -7.0 18.5 3.5 -3.5
-14.0 -23.0 -8.0 -27.0 -36.0 -36.0 -24.0 -25.0 -12.0 19.5 6.0 -6.0
-5.0 -22.0 -9.0 -29.0 -35.0 -35.0 -21.0 -22.0 -15.0 13.5 7.5 -7.5
-8.0 -20.0 -6.0 -26.0 -32.0 -33.0 -25.0 -22.0 -9.0 12.5 4.5 -4.5
-11.0 -20.0 -4.0 -26.0 -32.0 -34.0 -23.0 -22.0 -15.0 14.0 7.5 -7.5
-9.0 -22.0 -3.0 -26.0 -31.0 -33.0 -21.0 -21.0 -13.0 12.5 6.5 -6.5
-5.0 -18.0 -0.0 -24.0 -27.0 -25.0 -21.0 -19.0 -7.0 9.0 3.5 -3.5
-15.0 -19.0 0.0 -24.0 -24.0 -28.0 -21.0 -20.0 -3.0 15.5 1.5 -1.5
-10.0 -19.0 -3.0 -24.0 -29.0 -30.0 -19.0 -18.0 -4.0 14.5 2.0 -2.0
-6.0 -18.0 -3.0 -25.0 -29.0 -33.0 -17.0 -19.0 -6.0 12.0 3.0 -3.0
-16.0 -18.0 -3.0 -24.0 -30.0 -29.0 -19.0 -21.0 -4.0 17.0 2.0 -2.0
-10.0 -16.0 -4.0 -22.0 -31.0 -32.0 -21.0 -22.0 -7.0 14.5 3.5 -3.5
-7.0 -20.0 -4.0 -23.0 -30.0 -34.0 -25.0 -23.0 -13.0 16.5 6.5 -6.5
-15.0 -24.0 1.0 -17.0 -30.0 -32.0 -27.0 -31.0 -13.0 19.0 6.5 -6.5
-17.0 -25.0 8.0 -10.0 -28.0 -31.0 -28.0 -32.0 -12.0 21.0 6.0 -6.0
-10.0 -25.0 19.0 -1.0 -25.0 -33.0 -32.0 -31.0 -15.0 18.5 7.5 -7.5
-16.0 -25.0 30.0 15.0 -14.0 -28.0 -32.0 -29.0 -11.0 21.0 5.5 -5.5
-22.0 -30.0 36.0 28.0 -4.0 -24.0 -26.0 -31.0 -8.0 22.5 4.0 -4.0
-15.0 -25.0 42.0 42.0 6.0 -21.0 -21.0 -25.0 -10.0 16.5 5.0 -5.0
-7.0 -11.0 53.0 65.0 25.0 -11.0 -11.0 -19.0 -1.0 12.0 0.5 -0.5
-4.0 -2.0 70.0 101.0 49.0 6.0 -5.0 -11.0 10.0 -1.0 -5.0 5.0
1.0 7.0 86.0 120.0 77.0 23.0 3.0 -7.0 10.0 -5.0 -5.0 5.0
10.0 15.0 90.0 131.0 96.0 38.0 19.0 5.0 12.0 -13.0 -6.0 6.0
10.0 31.0 80.0 126.0 115.0 60.0 38.0 20.0 23.0 -20.0 -11.5 11.5
17.0 47.0 50.0 95.0 129.0 83.0 59.0 40.0 31.0 -34.5 -15.5 15.5
38.0 71.0 21.0 74.0 151.0 120.0 92.0 65.0 40.0 -55.5 -20.0 20.0
52.0 88.0 2.0 77.0 197.0 173.0 129.0 100.0 50.0 -75.0 -25.0 25.0
62.0 110.0 -14.0 74.0 239.0 224.0 170.0 133.0 64.0 -93.0 -32.0 32.0
77.0 135.0 -34.0 71.0 283.0 267.0 202.0 161.0 68.0 -107.0 -34.0 34.0
89.0 161.0 -64.0 69.0 326.0 320.0 241.0 193.0 73.0 -124.5 -36.5 36.5
107.0 185.0 -98.0 60.0 367.0 370.0 282.0 228.0 86.0 -147.0 -43.0 43.0
118.0 213.0 -142.0 30.0 392.0 410.0 314.0 258.0 100.0 -165.5 -50.0 50.0
130.0 242.0 -187.0 -10.0 399.0 425.0 339.0 285.0 115.0 -185.0 -57.5 57.5
120.0 249.0 -218.0 -55.0 385.0 417.0 344.0 287.0 133.0 -183.5 -66.5 66.5
109.0 234.0 -229.0 -91.0 335.0 393.0 322.0 280.0 119.0 -170.0 -59.5 59.5
104.0 194.0 -238.0 -123.0 257.0 335.0 283.0 257.0 82.0 -147.5 -41.0 41.0
94.0 163.0 -246.0 -167.0 172.0 273.0 246.0 229.0 51.0 -125.5 -25.5 25.5
79.0 133.0 -251.0 -221.0 62.0 190.0 205.0 203.0 44.0 -107.0 -22.0 22.0
72.0 106.0 -258.0 -289.0 -81.0 77.0 156.0 171.0 30.0 -89.0 -15.0 15.0
63.0 89.0 -249.0 -311.0 -163.0 6.0 106.0 141.0 18.0 -78.5 -9.0 9.0
56.0 65.0 -232.0 -288.0 -171.0 -19.0 84.0 123.0 9.0 -60.0 -4.5 4.5
48.0 48.0 -203.0 -257.0 -161.0 -36.0 65.0 100.0 3.0 -48.5 -1.5 1.5
49.0 40.0 -182.0 -226.0 -144.0 -38.0 53.0 83.0 -4.0 -45.0 2.0 -2.0
42.0 29.0 -158.0 -195.0 -129.0 -36.0 41.0 71.0 -12.0 -34.5 6.0 -6.0
35.0 14.0 -136.0 -168.0 -116.0 -38.0 28.0 57.0 -20.0 -23.0 10.0 -10.0
33.0 5.0 -123.0 -147.0 -102.0 -33.0 21.0 46.0 -22.0 -19.0 11.0 -11.0
22.0 5.0 -105.0 -132.0 -87.0 -27.0 18.0 39.0 -19.0 -13.5 9.5 -9.5
14.0 1.0 -89.0 -109.0 -76.0 -26.0 11.0 27.0 -11.0 -5.5 5.5 -5.5
16.0 -0.0 -76.0 -92.0 -70.0 -28.0 6.0 19.0 -11.0 -8.0 5.5 -5.5
12.0 2.0 -65.0 -81.0 -65.0 -31.0 4.0 13.0 -13.0 -5.5 6.5 -6.5
4.0 -4.0 -51.0 -68.0 -58.0 -29.0 1.0 5.0 -6.0 -2.0 3.0 -3.0
8.0 -6.0 -40.0 -57.0 -53.0 -29.0 -6.0 -0.0 -12.0 -2.0 6.0 -6.0
12.0 -5.0 -32.0 -43.0 -42.0 -26.0 -5.0 -0.0 -18.0 -5.5 9.0 -9.0
8.0 -7.0 -20.0 -32.0 -31.0 -17.0 -1.0 -1.0 -9.0 -3.5 4.5 -4.5
8.0 -7.0 -13.0 -25.0 -24.0 -15.0 -0.0 -1.0 -5.0 3.0 2.5 -2.5
4.0 -7.0 -6.0 -19.0 -18.0 -12.0 1.0 -1.0 -6.0 4.5 3.0 -3.0
-0.0 -7.0 0.0 -13.0 -15.0 -6.0 -0.0 1.0 -7.0 3.5 3.5 -3.5
-11.0 -8.0 2.0 -10.0 -12.0 -8.0 -3.0 -3.0 0.0 7.0 -0.0 0.0
-3.0 -9.0 4.0 -8.0 -16.0 -10.0 -2.0 -3.0 -1.0 8.5 0.5 -0.5
-5.0 -12.0 5.0 -7.0 -16.0 -14.0 -3.0 -5.0 -2.0 8.0 1.0 -1.0
-4.0 -9.0 7.0 -2.0 -14.0 -14.0 -4.0 -6.0 -2.0 6.0 1.0 -1.0
-2.0 -12.0 8.0 -3.0 -16.0 -17.0 -9.0 -8.0 -8.0 8.5 4.0 -4.0
4.0 -11.0 8.0 -1.0 -14.0 -15.0 -9.0 -11.0 -13.0 2.5 6.5 -6.5
-4.0 -11.0 9.0 0.0 -10.0 -13.0 -7.0 -13.0 -7.0 5.5 3.5 -3.5
-3.0 -13.0 12.0 2.0 -10.0 -13.0 -7.0 -11.0 -12.0 6.5 6.0 -6.0
-2.0 -11.0 12.0 2.0 -9.0 -13.0 -9.0 -8.0 -8.0 8.0 4.0 -4.0
-7.0 -11.0 15.0 5.0 -4.0 -6.0 -9.0 -7.0 -6.0 6.0 3.0 -3.0
-10.0 -10.0 17.0 4.0 -4.0 -9.0 -9.0 -9.0 0.0 9.5 -0.0 0.0
-6.0 -15.0 17.0 5.0 -7.0 -14.0 -10.0 -9.0 -5.0 10.5 2.5 -2.5
-4.0 -11.0 17.0 6.0 -9.0 -13.0 -9.0 -10.0 -5.0 6.5 2.5 -2.5
-7.0 -11.0 16.0 10.0 -9.0 -13.0 -10.0 -10.0 -5.0 8.0 2.5 -2.5
-6.0 -16.0 15.0 8.0 -10.0 -16.0 -14.0 -12.0 -9.0 11.0 4.5 -4.5
-2.0 -16.0 13.0 8.0 -8.0 -16.0 -12.0 -14.0 -13.0 10.5 6.5 -6.5
-5.0 -17.0 16.0 9.0 -6.0 -15.0 -11.0 -12.0 -10.0 9.5 5.0 -5.0
-9.0 -15.0 17.0 10.0 -5.0 -12.0 -11.0 -12.0 -13.0 10.5 6.5 -6.5
-6.0 -16.0 17.0 10.0 -2.0 -9.0 -13.0 -11.0 -12.0 8.5 6.0 -6.0
-8.0 -11.0 21.0 14.0 3.0 -3.0 -9.0 -8.0 -2.0 8.5 1.0 -1.0
-13.0 -14.0 24.0 14.0 1.0 -4.0 -8.0 -8.0 1.0 13.0 -0.5 0.5
-4.0 -10.0 23.0 14.0 -3.0 -9.0 -5.0 -8.0 -4.0 8.0 2.0 -2.0
-3.0 -10.0 24.0 15.0 -4.0 -8.0 -6.0 -9.0 -5.0 6.5 2.5 -2.5
-7.0 -13.0 22.0 16.0 -2.0 -8.0 -9.0 -10.0 -2.0 9.0 1.0 -1.0
-8.0 -14.0 19.0 18.0 -3.0 -9.0 -13.0 -12.0 -6.0 12.5 3.0 -3.0
-3.0 -14.0 17.0 16.0 -3.0 -10.0 -14.0 -15.0 -12.0 9.5 6.0 -6.0
-6.0 -14.0 21.0 19.0 -2.0 -10.0 -10.0 -16.0 -9.0 14.0 4.5 -4.5
-5.0 -13.0 22.0 19.0 2.0 -6.0 -10.0 -15.0 -9.0 10.0 4.5 -4.5
-4.0 -9.0 24.0 21.0 3.0 -5.0 -7.0 -12.0 -9.0 7.5 4.5 -4.5
-6.0 -8.0 27.0 24.0 6.0 1.0 -1.0 -7.0 -6.0 6.0 3.0 -3.0
-8.0 -7.0 29.0 24.0 5.0 -1.0 -3.0 -8.0 1.0 7.5 -0.5 0.5
-5.0 -10.0 28.0 23.0 3.0 -3.0 -4.0 -8.0 -2.0 6.0 1.0 -1.0
-5.0 -9.0 26.0 23.0 4.0 -2.0 -2.0 -8.0 -5.0 8.5 2.5 -2.5
-4.0 -10.0 26.0 26.0 5.0 -0.0 -3.0 -8.0 -4.0 9.5 2.0 -2.0
-8.0 -14.0 24.0 26.0 4.0 -2.0 -8.0 -11.0 -7.0 11.0 3.5 -3.5
0.0 -12.0 23.0 28.0 5.0 -1.0 -8.0 -11.0 -9.0 9.0 4.5 -4.5
-7.0 -11.0 25.0 27.0 10.0 0.0 -6.0 -8.0 -8.0 8.0 4.0 -4.0
-7.0 -11.0 26.0 30.0 13.0 -0.0 -7.0 -9.0 -7.0 9.5 3.5 -3.5
-5.0 -10.0 28.0 30.0 12.0 0.0 -4.0 -8.0 -7.0 6.5 3.5 -3.5
-8.0 -8.0 32.0 35.0 15.0 8.0 -2.0 -4.0 -4.0 6.5 2.0 -2.0
-8.0 -10.0 34.0 36.0 15.0 6.0 -2.0 -5.0 -1.0 7.5 0.5 -0.5
-2.0 -9.0 33.0 35.0 15.0 6.0 3.0 -4.0 -6.0 4.0 3.0 -3.0
1.0 -4.0 32.0 37.0 18.0 7.0 3.0 -2.0 -6.0 2.0 3.0 -3.0
-4.0 -6.0 31.0 39.0 17.0 6.0 2.0 -1.0 -2.0 6.0 1.0 -1.0
-7.0 -10.0 29.0 40.0 16.0 6.0 -1.0 -3.0 -5.0 8.0 2.5 -2.5
2.0 -10.0 29.0 41.0 16.0 5.0 -0.0 -5.0 -11.0 2.5 5.5 -5.5
-2.0 -10.0 33.0 43.0 22.0 7.0 2.0 -2.0 -7.0 6.5 3.5 -3.5
2.0 -7.0 35.0 45.0 23.0 7.0 3.0 -2.0 -4.0 2.0 2.0 -2.0
0.0 -7.0 36.0 44.0 24.0 8.0 0.0 -2.0 -4.0 1.5 2.0 -2.0
-8.0 -3.0 40.0 48.0 31.0 13.0 5.0 1.0 1.0 2.5 -0.5 0.5
-6.0 -5.0 40.0 52.0 30.0 15.0 5.0 0.0 4.0 5.5 -2.0 2.0
-6.0 -1.0 40.0 50.0 28.0 14.0 8.0 2.0 -3.0 2.5 1.5 -1.5
2.0 -0.0 39.0 54.0 28.0 16.0 10.0 4.0 -5.0 -1.0 2.5 -2.5
1.0 1.0 38.0 55.0 31.0 19.0 10.0 5.0 -2.0 -1.0 1.0 -1.0
5.0 -2.0 35.0 60.0 30.0 18.0 5.0 2.0 -2.0 0.0 1.0 -1.0
4.0 -3.0 34.0 58.0 30.0 19.0 8.0 0.0 -9.0 0.5 4.5 -4.5
2.0 -2.0 38.0 60.0 35.0 21.0 10.0 3.0 -4.0 0.0 2.0 -2.0
4.0 -1.0 43.0 63.0 37.0 20.0 11.0 4.0 -2.0 -0.0 1.0 -1.0
4.0 2.0 43.0 64.0 40.0 22.0 10.0 5.0 -0.0 -3.0 0.0 -0.0
1.0 6.0 47.0 70.0 41.0 26.0 15.0 7.0 5.0 -2.0 -2.5 2.5
-4.0 8.0 50.0 73.0 43.0 27.0 14.0 10.0 11.0 -4.0 -5.5 5.5
2.0 5.0 49.0 72.0 43.0 29.0 17.0 9.0 4.0 -4.0 -2.0 2.0
2.0 6.0 47.0 76.0 45.0 33.0 16.0 12.0 -1.0 -2.5 0.5 -0.5
-1.0 8.0 48.0 80.0 43.0 31.0 17.0 11.0 -1.0 -2.0 0.5 -0.5
5.0 6.0 49.0 84.0 45.0 32.0 14.0 11.0 2.0 -6.5 -1.0 1.0
12.0 11.0 46.0 84.0 48.0 35.0 17.0 10.0 -8.0 -10.0 4.0 -4.0
9.0 14.0 49.0 86.0 52.0 41.0 19.0 11.0 -2.0 -11.5 1.0 -1.0
5.0 10.0 51.0 87.0 55.0 36.0 19.0 11.0 1.0 -10.5 -0.5 0.5
7.0 11.0 52.0 88.0 58.0 38.0 20.0 11.0 3.0 -9.5 -1.5 1.5
6.0 13.0 57.0 92.0 61.0 43.0 23.0 16.0 10.0 -11.0 -5.0 5.0
3.0 14.0 59.0 95.0 61.0 44.0 24.0 15.0 14.0 -8.5 -7.0 7.0
6.0 15.0 58.0 96.0 60.0 45.0 26.0 14.0 9.0 -10.5 -4.5 4.5
5.0 13.0 57.0 100.0 63.0 50.0 26.0 17.0 6.0 -11.0 -3.0 3.0
-0.0 15.0 59.0 105.0 64.0 48.0 28.0 19.0 14.0 -8.5 -7.0 7.0
3.0 14.0 55.0 106.0 62.0 45.0 24.0 17.0 10.0 -8.0 -5.0 5.0
16.0 17.0 54.0 108.0 64.0 50.0 27.0 17.0 6.0 -17.0 -3.0 3.0
14.0 19.0 59.0 109.0 72.0 53.0 30.0 19.0 6.0 -15.0 -3.0 3.0
9.0 18.0 57.0 109.0 74.0 53.0 33.0 20.0 9.0 -17.0 -4.5 4.5
11.0 19.0 59.0 110.0 74.0 53.0 33.0 21.0 11.0 -16.5 -5.5 5.5
10.0 19.0 62.0 113.0 78.0 58.0 35.0 24.0 13.0 -17.5 -6.5 6.5
0.0 17.0 64.0 113.0 77.0 56.0 31.0 24.0 16.0 -15.0 -8.0 8.0
12.0 19.0 61.0 114.0 74.0 57.0 33.0 23.0 14.0 -17.0 -7.0 7.0
9.0 20.0 60.0 116.0 75.0 61.0 35.0 24.0 12.0 -13.5 -6.0 6.0
10.0 24.0 61.0 117.0 77.0 59.0 33.0 25.0 15.0 -16.0 -7.5 7.5
12.0 21.0 58.0 116.0 73.0 56.0 32.0 23.0 10.0 -16.0 -5.0 5.0
18.0 21.0 55.0 115.0 74.0 57.0 31.0 21.0 6.0 -20.5 -3.0 3.0
12.0 21.0 56.0 116.0 77.0 59.0 35.0 23.0 6.0 -18.5 -3.0 3.0
14.0 26.0 59.0 114.0 78.0 61.0 38.0 24.0 7.0 -17.5 -3.5 3.5
14.0 25.0 59.0 113.0 77.0 59.0 36.0 24.0 11.0 -17.0 -5.5 5.5
7.0 28.0 63.0 115.0 80.0 63.0 39.0 28.0 19.0 -21.0 -9.5 9.5
7.0 24.0 64.0 114.0 80.0 62.0 39.0 27.0 19.0 -21.0 -9.5 9.5
11.0 27.0 63.0 112.0 75.0 60.0 38.0 28.0 18.0 -21.0 -9.0 9.0
14.0 32.0 61.0 111.0 76.0 61.0 39.0 28.0 19.0 -25.0 -9.5 9.5
10.0 29.0 59.0 113.0 73.0 59.0 38.0 29.0 18.0 -22.0 -9.0 9.0
13.0 27.0 56.0 109.0 67.0 54.0 31.0 26.0 15.0 -19.5 -7.5 7.5
15.0 27.0 52.0 104.0 67.0 52.0 30.0 24.0 10.0 -24.0 -5.0 5.0
14.0 28.0 52.0 104.0 69.0 53.0 33.0 25.0 9.0 -20.5 -4.5 4.5
7.0 26.0 52.0 101.0 69.0 55.0 35.0 24.0 10.0 -19.0 -5.0 5.0
10.0 26.0 51.0 97.0 67.0 53.0 35.0 21.0 14.0 -19.0 -7.0 7.0
6.0 28.0 53.0 96.0 69.0 56.0 36.0 25.0 17.0 -17.5 -8.5 8.5
0.0 28.0 53.0 94.0 67.0 51.0 33.0 25.0 28.0 -15.0 -14.0 14.0
4.0 25.0 46.0 85.0 61.0 50.0 33.0 26.0 16.0 -17.0 -8.0 8.0
8.0 28.0 45.0 83.0 59.0 49.0 34.0 25.0 19.0 -18.5 -9.5 9.5
