I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
8.0 -7.0 3.0 -2.0 -5.0 -6.0 -9.0 -5.0 -14.0 0.0 7.0 -7.0
7.0 -6.0 3.0 -2.0 -5.0 -6.0 -8.0 -5.0 -14.0 1.0 7.0 -7.0
7.0 -6.0 3.0 -2.0 -5.0 -6.0 -9.0 -5.0 -14.0 1.0 7.0 -7.0
6.0 -6.0 3.0 -2.0 -5.0 -6.0 -10.0 -5.0 -14.0 1.5 7.0 -7.0
6.0 -6.0 3.0 -2.0 -5.0 -6.0 -9.0 -5.0 -14.0 1.5 7.0 -7.0
6.0 -6.0 3.0 -2.0 -5.0 -7.0 -8.0 -5.0 -12.0 1.5 6.0 -6.0
5.0 -6.0 3.0 -2.0 -5.0 -7.0 -7.0 -5.0 -12.0 1.5 6.0 -6.0
5.0 -5.0 3.0 -2.0 -5.0 -6.0 -7.0 -5.0 -12.0 1.0 6.0 -6.0
4.0 -5.0 3.0 -2.0 -4.0 -6.0 -7.0 -5.0 -10.0 1.0 5.0 -5.0
4.0 -4.0 3.0 -3.0 -4.0 -6.0 -7.0 -6.0 -10.0 -0.0 5.0 -5.0
6.0 -3.0 3.0 -3.0 -4.0 -5.0 -7.0 -5.0 -9.0 -0.5 4.5 -4.5
7.0 -2.0 3.0 -2.0 -3.0 -5.0 -6.0 -5.0 -8.0 -2.0 4.0 -4.0
8.0 1.0 3.0 0.0 -2.0 -4.0 -6.0 -4.0 -7.0 -4.0 3.5 -3.5
8.0 3.0 4.0 1.0 0.0 -3.0 -5.0 -3.0 -6.0 -5.5 3.0 -3.0
9.0 5.0 4.0 2.0 1.0 -0.0 -4.0 -2.0 -4.0 -6.5 2.0 -2.0
10.0 7.0 5.0 2.0 2.0 1.0 -3.0 1.0 -3.0 -8.0 1.5 -1.5
11.0 8.0 5.0 3.0 3.0 2.0 0.0 2.0 -2.0 -9.5 1.0 -1.0
11.0 9.0 6.0 4.0 4.0 3.0 1.0 4.0 -0.0 -10.5 0.0 -0.0
12.0 11.0 6.0 4.0 6.0 4.0 2.0 5.0 1.0 -12.0 -0.5 0.5
12.0 13.0 6.0 5.0 7.0 6.0 3.0 6.0 3.0 -13.0 -1.5 1.5
12.0 15.0 7.0 6.0 8.0 7.0 4.0 7.0 3.0 -13.5 -1.5 1.5
13.0 15.0 7.0 6.0 8.0 8.0 5.0 7.0 3.0 -14.0 -1.5 1.5
13.0 16.0 8.0 7.0 9.0 9.0 5.0 7.0 3.0 -13.5 -1.5 1.5
13.0 17.0 8.0 7.0 9.0 9.0 5.0 7.0 5.0 -13.5 -2.5 2.5
13.0 16.0 9.0 8.0 9.0 10.0 5.0 7.0 5.0 -14.5 -2.5 2.5
13.0 18.0 9.0 8.0 9.0 10.0 6.0 8.0 5.0 -14.5 -2.5 2.5
12.0 18.0 8.0 7.0 9.0 11.0 6.0 9.0 5.0 -14.5 -2.5 2.5
12.0 18.0 5.0 7.0 9.0 11.0 7.0 10.0 5.0 -14.5 -2.5 2.5
13.0 19.0 3.0 6.0 9.0 11.0 8.0 10.0 6.0 -15.0 -3.0 3.0
13.0 19.0 1.0 5.0 10.0 11.0 9.0 11.0 6.0 -15.5 -3.0 3.0
13.0 19.0 -2.0 5.0 10.0 11.0 9.0 11.0 6.0 -15.5 -3.0 3.0
14.0 19.0 -2.0 5.0 10.0 10.0 10.0 12.0 6.0 -16.5 -3.0 3.0
14.0 19.0 -2.0 5.0 10.0 10.0 10.0 12.0 4.0 -17.0 -2.0 2.0
15.0 18.0 -2.0 5.0 10.0 12.0 10.0 13.0 2.0 -17.5 -1.0 1.0
16.0 18.0 -3.0 5.0 10.0 12.0 11.0 13.0 1.0 -18.0 -0.5 0.5
17.0 18.0 -4.0 4.0 10.0 12.0 12.0 14.0 -1.0 -18.0 0.5 -0.5
17.0 17.0 -6.0 3.0 8.0 11.0 11.0 14.0 -1.0 -17.0 0.5 -0.5
16.0 15.0 -6.0 1.0 7.0 10.0 10.0 13.0 -2.0 -15.5 1.0 -1.0
16.0 14.0 -7.0 -0.0 4.0 9.0 9.0 12.0 -3.0 -14.0 1.5 -1.5
16.0 12.0 -8.0 -3.0 3.0 8.0 8.0 11.0 -4.0 -12.5 2.0 -2.0
16.0 10.0 -9.0 -3.0 2.0 7.0 7.0 10.0 -7.0 -11.5 3.5 -3.5
14.0 8.0 -8.0 -3.0 2.0 6.0 7.0 9.0 -6.0 -9.5 3.0 -3.0
12.0 6.0 -7.0 -3.0 1.0 4.0 6.0 7.0 -5.0 -8.5 2.5 -2.5
9.0 5.0 -6.0 -4.0 -0.0 3.0 4.0 6.0 -5.0 -7.0 2.5 -2.5
7.0 4.0 -5.0 -5.0 -3.0 1.0 4.0 5.0 -5.0 -5.5 2.5 -2.5
5.0 3.0 -3.0 -5.0 -4.0 0.0 3.0 4.0 -3.0 -3.5 1.5 -1.5
3.0 2.0 -3.0 -6.0 -5.0 -2.0 2.0 3.0 -3.0 -1.5 1.5 -1.5
-0.0 1.0 -2.0 -6.0 -5.0 -3.0 0.0 3.0 -2.0 1.0 1.0 -1.0
-3.0 -0.0 1.0 -7.0 -6.0 -4.0 0.0 2.0 0.0 3.0 -0.0 0.0
-4.0 -2.0 2.0 -6.0 -6.0 -4.0 0.0 1.0 2.0 5.0 -1.0 1.0
-6.0 -3.0 3.0 -6.0 -7.0 -5.0 -2.0 1.0 3.0 7.0 -1.5 1.5
-7.0 -5.0 3.0 -7.0 -8.0 -6.0 -4.0 -2.0 3.0 8.5 -1.5 1.5
-9.0 -7.0 3.0 -8.0 -10.0 -8.0 -5.0 -4.0 2.0 9.5 -1.0 1.0
-10.0 -9.0 3.0 -9.0 -11.0 -9.0 -7.0 -5.0 1.0 10.5 -0.5 0.5
-12.0 -11.0 3.0 -9.0 -12.0 -10.0 -9.0 -6.0 1.0 12.0 -0.5 0.5
-13.0 -12.0 3.0 -10.0 -13.0 -11.0 -10.0 -8.0 0.0 12.5 -0.0 0.0
-14.0 -13.0 3.0 -11.0 -14.0 -12.0 -11.0 -9.0 0.0 13.5 -0.0 0.0
-14.0 -14.0 2.0 -11.0 -15.0 -13.0 -11.0 -10.0 0.0 14.0 -0.0 0.0
-14.0 -14.0 2.0 -11.0 -15.0 -13.0 -12.0 -10.0 0.0 14.5 0.0 0.0
-14.0 -14.0 2.0 -12.0 -15.0 -13.0 -12.0 -10.0 0.0 15.0 -0.0 0.0
-14.0 -15.0 1.0 -13.0 -16.0 -13.0 -12.0 -11.0 0.0 15.0 -0.0 0.0
-15.0 -15.0 0.0 -13.0 -16.0 -14.0 -12.0 -11.0 -1.0 15.5 0.5 -0.5
-15.0 -15.0 0.0 -12.0 -16.0 -14.0 -12.0 -11.0 0.0 16.0 -0.0 0.0
-15.0 -16.0 0.0 -12.0 -16.0 -14.0 -12.0 -11.0 0.0 16.0 -0.0 0.0
-15.0 -16.0 0.0 -12.0 -16.0 -14.0 -12.0 -11.0 -0.0 16.0 0.0 -0.0
-16.0 -16.0 0.0 -12.0 -16.0 -13.0 -12.0 -11.0 0.0 16.5 -0.0 0.0
-16.0 -16.0 0.0 -12.0 -16.0 -14.0 -12.0 -11.0 0.0 16.5 -0.0 0.0
-17.0 -17.0 0.0 -12.0 -16.0 -14.0 -12.0 -11.0 0.0 17.0 0.0 0.0
-17.0 -17.0 0.0 -12.0 -16.0 -14.0 -13.0 -12.0 0.0 17.0 -0.0 0.0
-17.0 -17.0 0.0 -12.0 -16.0 -14.0 -13.0 -12.0 -0.0 17.0 0.0 -0.0
-17.0 -17.0 0.0 -12.0 -16.0 -14.0 -13.0 -12.0 -1.0 16.5 0.5 -0.5
-17.0 -17.0 1.0 -12.0 -16.0 -14.0 -13.0 -13.0 -1.0 17.0 0.5 -0.5
-17.0 -17.0 1.0 -12.0 -16.0 -14.0 -13.0 -13.0 -1.0 17.0 0.5 -0.5
-17.0 -17.0 1.0 -12.0 -16.0 -14.0 -14.0 -13.0 -2.0 17.0 1.0 -1.0
-16.0 -17.0 1.0 -12.0 -16.0 -14.0 -14.0 -14.0 -2.0 17.0 1.0 -1.0
-16.0 -17.0 2.0 -13.0 -17.0 -15.0 -14.0 -14.0 -2.0 17.0 1.0 -1.0
-15.0 -17.0 2.0 -13.0 -17.0 -15.0 -14.0 -14.0 -3.0 16.5 1.5 -1.5
-14.0 -17.0 1.0 -12.0 -17.0 -15.0 -15.0 -15.0 -4.0 16.0 2.0 -2.0
-12.0 -17.0 1.0 -13.0 -17.0 -16.0 -15.0 -15.0 -4.0 15.5 2.0 -2.0
-11.0 -18.0 1.0 -13.0 -17.0 -16.0 -16.0 -15.0 -4.0 15.0 2.0 -2.0
-11.0 -18.0 2.0 -13.0 -17.0 -16.0 -16.0 -15.0 -4.0 14.0 2.0 -2.0
-10.0 -19.0 3.0 -11.0 -17.0 -17.0 -17.0 -17.0 -5.0 14.5 2.5 -2.5
-11.0 -21.0 6.0 -9.0 -15.0 -17.0 -18.0 -18.0 -7.0 15.5 3.5 -3.5
-10.0 -22.0 8.0 -6.0 -14.0 -17.0 -19.0 -19.0 -9.0 15.5 4.5 -4.5
-10.0 -24.0 10.0 -2.0 -12.0 -17.0 -20.0 -21.0 -11.0 16.5 5.5 -5.5
-9.0 -25.0 12.0 3.0 -10.0 -17.0 -22.0 -23.0 -14.0 17.5 7.0 -7.0
-8.0 -25.0 16.0 7.0 -5.0 -14.0 -21.0 -24.0 -16.0 18.5 8.0 -8.0
-8.0 -27.0 19.0 13.0 3.0 -11.0 -20.0 -23.0 -18.0 17.5 9.0 -9.0
-8.0 -28.0 23.0 20.0 9.0 -7.0 -18.0 -22.0 -20.0 18.0 10.0 -10.0
-7.0 -30.0 27.0 25.0 16.0 -2.0 -16.0 -23.0 -22.0 19.5 11.0 -11.0
-2.0 -28.0 24.0 28.0 22.0 6.0 -12.0 -20.0 -24.0 16.0 12.0 -12.0
9.0 -18.0 15.0 25.0 32.0 25.0 8.0 -2.0 -28.0 3.0 14.0 -14.0
23.0 -2.0 0.0 25.0 36.0 48.0 31.0 21.0 -28.0 -11.0 14.0 -14.0
39.0 17.0 -15.0 24.0 46.0 70.0 58.0 48.0 -29.0 -26.0 14.5 -14.5
57.0 32.0 -29.0 23.0 56.0 92.0 85.0 70.0 -29.0 -39.5 14.5 -14.5
72.0 49.0 -54.0 6.0 56.0 114.0 109.0 95.0 -28.0 -56.0 14.0 -14.0
89.0 67.0 -87.0 -38.0 30.0 113.0 128.0 118.0 -22.0 -77.5 11.0 -11.0
102.0 88.0 -123.0 -99.0 -14.0 99.0 135.0 140.0 -12.0 -98.0 6.0 -6.0
111.0 108.0 -159.0 -165.0 -55.0 100.0 152.0 156.0 -4.0 -113.0 2.0 -2.0
122.0 129.0 -197.0 -225.0 -99.0 91.0 173.0 173.0 -3.0 -130.0 1.5 -1.5
129.0 148.0 -232.0 -282.0 -145.0 81.0 175.0 188.0 2.0 -137.0 -1.0 1.0
118.0 139.0 -241.0 -319.0 -187.0 31.0 146.0 172.0 10.0 -125.5 -5.0 5.0
112.0 136.0 -238.0 -352.0 -230.0 -25.0 106.0 149.0 19.0 -121.5 -9.5 9.5
100.0 130.0 -249.0 -384.0 -272.0 -79.0 66.0 120.0 29.0 -110.5 -14.5 14.5
81.0 122.0 -258.0 -415.0 -315.0 -129.0 26.0 96.0 37.0 -98.0 -18.5 18.5
63.0 112.0 -257.0 -441.0 -355.0 -168.0 -10.0 59.0 47.0 -84.0 -23.5 23.5
46.0 97.0 -244.0 -435.0 -351.0 -191.0 -37.0 32.0 51.0 -68.0 -25.5 25.5
27.0 80.0 -224.0 -400.0 -339.0 -197.0 -54.0 14.0 52.0 -52.5 -26.0 26.0
12.0 63.0 -211.0 -401.0 -337.0 -204.0 -70.0 -11.0 52.0 -37.0 -26.0 26.0
-5.0 49.0 -192.0 -371.0 -337.0 -221.0 -87.0 -33.0 53.0 -21.5 -26.5 26.5
-15.0 34.0 -175.0 -333.0 -318.0 -227.0 -104.0 -48.0 52.0 -8.0 -26.0 26.0
-18.0 26.0 -153.0 -293.0 -276.0 -201.0 -98.0 -50.0 44.0 -4.5 -22.0 22.0
-16.0 20.0 -130.0 -249.0 -233.0 -173.0 -88.0 -47.0 37.0 -1.5 -18.5 18.5
-16.0 13.0 -106.0 -202.0 -190.0 -144.0 -77.0 -44.0 30.0 2.0 -15.0 15.0
-16.0 5.0 -81.0 -156.0 -151.0 -115.0 -66.0 -39.0 23.0 6.0 -11.5 11.5
-14.0 1.0 -59.0 -113.0 -115.0 -90.0 -56.0 -40.0 17.0 8.5 -8.5 8.5
-13.0 -3.0 -46.0 -90.0 -95.0 -75.0 -49.0 -35.0 14.0 9.0 -7.0 7.0
-11.0 -5.0 -36.0 -73.0 -78.0 -64.0 -43.0 -30.0 10.0 10.0 -5.0 5.0
-10.0 -7.0 -25.0 -57.0 -64.0 -52.0 -35.0 -27.0 6.0 10.5 -3.0 3.0
-10.0 -8.0 -14.0 -39.0 -49.0 -41.0 -30.0 -24.0 1.0 10.5 -0.5 0.5
-10.0 -9.0 -4.0 -26.0 -34.0 -30.0 -25.0 -21.0 0.0 11.0 -0.0 0.0
-9.0 -9.0 1.0 -19.0 -25.0 -25.0 -23.0 -20.0 -2.0 11.0 1.0 -1.0
-9.0 -10.0 5.0 -14.0 -22.0 -22.0 -20.0 -18.0 -2.0 11.0 1.0 -1.0
-9.0 -11.0 7.0 -8.0 -18.0 -17.0 -17.0 -18.0 -3.0 11.5 1.5 -1.5
-9.0 -12.0 10.0 -2.0 -10.0 -15.0 -16.0 -18.0 -3.0 11.5 1.5 -1.5
-9.0 -13.0 13.0 4.0 -6.0 -12.0 -15.0 -17.0 -5.0 11.5 2.5 -2.5
-9.0 -13.0 14.0 8.0 -3.0 -10.0 -13.0 -16.0 -5.0 11.5 2.5 -2.5
-9.0 -13.0 15.0 11.0 -0.0 -8.0 -12.0 -16.0 -5.0 11.5 2.5 -2.5
-10.0 -13.0 16.0 14.0 2.0 -6.0 -12.0 -16.0 -4.0 12.0 2.0 -2.0
-10.0 -14.0 17.0 16.0 3.0 -5.0 -11.0 -16.0 -4.0 12.0 2.0 -2.0
-10.0 -14.0 18.0 19.0 5.0 -3.0 -11.0 -16.0 -4.0 13.0 2.0 -2.0
-10.0 -15.0 19.0 20.0 7.0 -2.0 -10.0 -15.0 -4.0 13.0 2.0 -2.0
-10.0 -15.0 20.0 22.0 8.0 -2.0 -9.0 -14.0 -4.0 13.0 2.0 -2.0
-10.0 -15.0 21.0 23.0 10.0 0.0 -8.0 -14.0 -5.0 13.0 2.5 -2.5
-10.0 -15.0 22.0 23.0 12.0 2.0 -8.0 -13.0 -5.0 13.0 2.5 -2.5
-10.0 -15.0 23.0 24.0 13.0 4.0 -7.0 -12.0 -6.0 13.5 3.0 -3.0
-11.0 -15.0 23.0 26.0 15.0 4.0 -6.0 -12.0 -5.0 13.5 2.5 -2.5
-11.0 -15.0 23.0 28.0 17.0 5.0 -6.0 -12.0 -5.0 13.5 2.5 -2.5
-11.0 -15.0 23.0 30.0 18.0 5.0 -6.0 -11.0 -5.0 13.5 2.5 -2.5
-11.0 -15.0 23.0 32.0 19.0 6.0 -6.0 -9.0 -5.0 13.5 2.5 -2.5
-11.0 -14.0 24.0 32.0 19.0 8.0 -5.0 -11.0 -4.0 13.0 2.0 -2.0
-11.0 -14.0 24.0 33.0 20.0 9.0 -4.0 -12.0 -4.0 13.0 2.0 -2.0
-11.0 -14.0 24.0 34.0 21.0 9.0 -4.0 -10.0 -3.0 12.5 1.5 -1.5
-11.0 -14.0 24.0 34.0 22.0 10.0 -3.0 -9.0 -3.0 12.0 1.5 -1.5
-11.0 -14.0 24.0 34.0 23.0 11.0 -2.0 -7.0 -2.0 12.0 1.0 -1.0
-10.0 -14.0 25.0 35.0 23.0 12.0 0.0 -5.0 -1.0 12.0 0.5 -0.5
-9.0 -14.0 26.0 36.0 25.0 12.0 1.0 -4.0 -4.0 12.0 2.0 -2.0
-9.0 -14.0 26.0 37.0 26.0 13.0 1.0 -4.0 -5.0 12.0 2.5 -2.5
-9.0 -13.0 26.0 38.0 27.0 14.0 1.0 -5.0 -5.0 11.5 2.5 -2.5
-9.0 -13.0 26.0 39.0 28.0 15.0 1.0 -6.0 -4.0 11.5 2.0 -2.0
-9.0 -13.0 26.0 42.0 29.0 16.0 2.0 -5.0 -4.0 11.5 2.0 -2.0
-9.0 -12.0 26.0 42.0 30.0 17.0 2.0 -5.0 -5.0 11.0 2.5 -2.5
-9.0 -12.0 26.0 43.0 30.0 17.0 3.0 -6.0 -5.0 10.5 2.5 -2.5
-9.0 -12.0 26.0 44.0 32.0 18.0 3.0 -6.0 -5.0 10.5 2.5 -2.5
-9.0 -12.0 26.0 45.0 33.0 18.0 4.0 -6.0 -5.0 10.5 2.5 -2.5
-8.0 -12.0 26.0 46.0 34.0 19.0 4.0 -6.0 -4.0 10.5 2.0 -2.0
-6.0 -12.0 28.0 47.0 35.0 20.0 4.0 -5.0 -5.0 10.0 2.5 -2.5
-5.0 -13.0 29.0 49.0 36.0 21.0 4.0 -4.0 -5.0 9.5 2.5 -2.5
-6.0 -12.0 30.0 51.0 37.0 21.0 4.0 -3.0 -4.0 10.0 2.0 -2.0
-6.0 -12.0 29.0 53.0 39.0 22.0 5.0 -2.0 -4.0 11.0 2.0 -2.0
-6.0 -11.0 29.0 55.0 40.0 23.0 5.0 -2.0 -4.0 10.0 2.0 -2.0
-7.0 -12.0 30.0 57.0 43.0 24.0 6.0 0.0 -5.0 10.0 2.5 -2.5
-7.0 -12.0 30.0 59.0 44.0 25.0 7.0 0.0 -5.0 9.5 2.5 -2.5
-7.0 -12.0 29.0 60.0 45.0 26.0 7.0 1.0 -6.0 8.5 3.0 -3.0
-7.0 -12.0 30.0 62.0 47.0 26.0 7.0 1.0 -6.0 8.0 3.0 -3.0
-6.0 -12.0 30.0 64.0 49.0 27.0 8.0 1.0 -6.0 8.0 3.0 -3.0
-5.0 -12.0 31.0 66.0 51.0 28.0 8.0 2.0 -7.0 8.5 3.5 -3.5
-5.0 -12.0 32.0 69.0 53.0 29.0 8.0 2.0 -7.0 8.0 3.5 -3.5
-4.0 -12.0 32.0 71.0 55.0 29.0 8.0 2.0 -8.0 8.0 4.0 -4.0
-4.0 -12.0 32.0 73.0 57.0 30.0 8.0 2.0 -8.0 8.0 4.0 -4.0
-4.0 -12.0 33.0 75.0 58.0 31.0 9.0 2.0 -8.0 8.0 4.0 -4.0
-4.0 -12.0 34.0 77.0 58.0 32.0 9.0 3.0 -9.0 8.0 4.5 -4.5
-3.0 -12.0 34.0 79.0 60.0 32.0 10.0 3.0 -10.0 8.0 5.0 -5.0
-4.0 -12.0 34.0 81.0 62.0 32.0 9.0 4.0 -10.0 7.5 5.0 -5.0
-2.0 -12.0 34.0 84.0 64.0 32.0 9.0 4.0 -11.0 6.5 5.5 -5.5
-0.0 -12.0 34.0 86.0 65.0 33.0 9.0 4.0 -11.0 5.5 5.5 -5.5
1.0 -12.0 35.0 88.0 66.0 33.0 8.0 4.0 -12.0 5.0 6.0 -6.0
2.0 -12.0 36.0 89.0 66.0 34.0 8.0 3.0 -13.0 5.0 6.5 -6.5
3.0 -13.0 37.0 91.0 67.0 34.0 8.0 3.0 -14.0 4.5 7.0 -7.0
4.0 -13.0 38.0 92.0 67.0 35.0 8.0 2.0 -15.0 4.0 7.5 -7.5
5.0 -13.0 38.0 94.0 69.0 35.0 7.0 1.0 -16.0 3.5 8.0 -8.0
5.0 -13.0 38.0 95.0 70.0 35.0 7.0 1.0 -17.0 4.0 8.5 -8.5
4.0 -13.0 38.0 95.0 70.0 35.0 6.0 1.0 -18.0 5.0 9.0 -9.0
3.0 -13.0 38.0 95.0 70.0 35.0 5.0 1.0 -18.0 5.0 9.0 -9.0
2.0 -13.0 38.0 96.0 70.0 34.0 5.0 1.0 -18.0 5.0 9.0 -9.0
3.0 -12.0 39.0 97.0 70.0 34.0 4.0 1.0 -17.0 4.5 8.5 -8.5
2.0 -13.0 39.0 97.0 71.0 34.0 4.0 0.0 -17.0 5.5 8.5 -8.5
0.0 -13.0 39.0 96.0 71.0 34.0 2.0 -2.0 -17.0 6.5 8.5 -8.5
-0.0 -13.0 40.0 96.0 70.0 34.0 1.0 -3.0 -17.0 8.0 8.5 -8.5
-2.0 -14.0 40.0 96.0 70.0 34.0 1.0 -4.0 -15.0 9.0 7.5 -7.5
-2.0 -15.0 40.0 96.0 70.0 33.0 1.0 -5.0 -15.0 9.0 7.5 -7.5
-3.0 -15.0 40.0 96.0 69.0 31.0 1.0 -6.0 -13.0 9.0 6.5 -6.5
-4.0 -15.0 40.0 96.0 68.0 31.0 -0.0 -7.0 -12.0 10.0 6.0 -6.0
-5.0 -14.0 40.0 96.0 67.0 30.0 -2.0 -7.0 -10.0 10.0 5.0 -5.0
-6.0 -14.0 40.0 95.0 66.0 28.0 -2.0 -8.0 -11.0 10.0 5.5 -5.5
-6.0 -14.0 40.0 94.0 66.0 27.0 -2.0 -8.0 -11.0 10.5 5.5 -5.5
-5.0 -14.0 42.0 94.0 65.0 26.0 -2.0 -9.0 -13.0 10.5 6.5 -6.5
-5.0 -14.0 42.0 92.0 65.0 26.0 -3.0 -9.0 -13.0 9.5 6.5 -6.5
-4.0 -14.0 40.0 91.0 64.0 25.0 -3.0 -9.0 -13.0 9.5 6.5 -6.5
-3.0 -13.0 40.0 90.0 64.0 23.0 -4.0 -9.0 -12.0 9.0 6.0 -6.0
-3.0 -13.0 40.0 89.0 64.0 23.0 -4.0 -9.0 -9.0 8.0 4.5 -4.5
-2.0 -13.0 39.0 87.0 63.0 23.0 -5.0 -9.0 -9.0 7.5 4.5 -4.5
-2.0 -13.0 39.0 85.0 61.0 22.0 -5.0 -9.0 -10.0 7.0 5.0 -5.0
-2.0 -13.0 38.0 82.0 59.0 21.0 -5.0 -9.0 -8.0 7.0 4.0 -4.0
-3.0 -12.0 37.0 79.0 57.0 20.0 -5.0 -9.0 -7.0 6.5 3.5 -3.5
-3.0 -12.0 37.0 77.0 55.0 20.0 -5.0 -9.0 -6.0 7.5 3.0 -3.0
-4.0 -11.0 35.0 75.0 55.0 19.0 -4.0 -8.0 -5.0 7.5 2.5 -2.5
-4.0 -10.0 34.0 73.0 54.0 19.0 -4.0 -8.0 -4.0 7.0 2.0 -2.0
-5.0 -9.0 33.0 72.0 53.0 19.0 -4.0 -6.0 -3.0 6.5 1.5 -1.5
-5.0 -8.0 32.0 70.0 53.0 18.0 -4.0 -5.0 -1.0 6.5 0.5 -0.5
-6.0 -8.0 32.0 68.0 52.0 18.0 -5.0 -4.0 -0.0 6.0 0.0 -0.0
-6.0 -7.0 30.0 65.0 51.0 18.0 -4.0 -4.0 0.0 6.0 -0.0 0.0
-5.0 -6.0 29.0 61.0 49.0 17.0 -4.0 -3.0 1.0 5.5 -0.5 0.5
-4.0 -6.0 27.0 57.0 47.0 17.0 -3.0 -2.0 1.0 5.0 -0.5 0.5
-4.0 -6.0 27.0 54.0 45.0 16.0 -3.0 -0.0 2.0 4.5 -1.0 1.0
-4.0 -4.0 27.0 51.0 43.0 16.0 -2.0 -0.0 2.0 3.5 -1.0 1.0
-4.0 -4.0 27.0 48.0 42.0 15.0 -2.0 1.0 3.0 3.0 -1.5 1.5
-4.0 -4.0 26.0 45.0 39.0 15.0 -2.0 2.0 2.0 3.0 -1.0 1.0
-4.0 -3.0 24.0 43.0 38.0 14.0 -0.0 3.0 1.0 2.5 -0.5 0.5
-3.0 -2.0 23.0 39.0 37.0 14.0 -0.0 4.0 1.0 2.5 -0.5 0.5
-3.0 -0.0 22.0 36.0 36.0 13.0 0.0 5.0 2.0 1.5 -1.0 1.0
-2.0 -0.0 21.0 33.0 34.0 13.0 1.0 6.0 2.0 1.5 -1.0 1.0
-2.0 -0.0 20.0 30.0 32.0 13.0 1.0 7.0 2.0 1.0 -1.0 1.0
-3.0 0.0 19.0 27.0 29.0 12.0 1.0 7.0 4.0 1.0 -2.0 2.0
-3.0 -0.0 17.0 24.0 26.0 12.0 1.0 7.0 4.0 1.0 -2.0 2.0
-3.0 0.0 16.0 23.0 24.0 11.0 1.0 7.0 4.0 1.0 -2.0 2.0
-3.0 0.0 16.0 21.0 22.0 10.0 2.0 7.0 4.0 1.0 -2.0 2.0
-3.0 1.0 14.0 19.0 21.0 10.0 2.0 7.0 4.0 1.5 -2.0 2.0
-4.0 0.0 13.0 17.0 20.0 8.0 3.0 7.0 4.0 2.0 -2.0 2.0
-4.0 -0.0 12.0 15.0 19.0 7.0 3.0 7.0 4.0 2.0 -2.0 2.0
-5.0 -0.0 12.0 13.0 17.0 6.0 3.0 8.0 4.0 2.5 -2.0 2.0
-5.0 -0.0 11.0 12.0 15.0 5.0 2.0 7.0 4.0 3.5 -2.0 2.0
-5.0 -2.0 11.0 10.0 13.0 5.0 1.0 7.0 2.0 3.5 -1.0 1.0
